Network Latency, State, Optimal Action, Shielded Action 
333.591,0,0,0
434.573,0,0,0
533.896,0,0,0
634.404,0,0,0
733.622,0,0,0
833.551,0,0,0
933.58,0,0,0
1033.57,0,0,0
1134.4,0,0,0
1233.52,0,0,0
1333.55,0,0,0
1433.57,0,0,0
1533.57,0,0,0
1633.59,0,0,0
1733.6,0,0,0
1833.57,0,0,0
1933.58,0,0,0
2033.57,0,0,0
2133.62,0,0,0
2233.62,0,0,0
2333.58,0,0,0
2433.58,0,0,0
2533.6,0,0,0
2633.57,0,0,0
2733.6,0,0,0
2833.57,0,0,0
2933.57,0,0,0
3033.57,0,0,0
3133.79,0,0,0
3233.6,0,0,0
3333.57,0,0,0
3433.58,0,0,0
3533.57,0,0,0
3633.57,0,0,0
3733.94,0,0,0
3833.58,0,0,0
3933.96,0,0,0
4033.95,0,0,0
4133.96,0,0,0
4233.94,0,0,0
4333.97,0,0,0
4433.6,0,0,0
4533.6,0,0,0
4633.57,0,0,0
4733.58,0,0,0
4833.57,0,0,0
4933.57,0,0,0
5033.58,0,0,0
5133.58,0,0,0
5233.57,0,0,0
5333.57,0,0,0
5433.62,0,0,0
5533.58,0,0,0
5633.57,0,0,0
5733.58,0,0,0
5833.58,0,0,0
5933.57,0,0,0
6033.57,0,0,0
6133.58,0,0,0
6233.57,0,0,0
6333.58,0,0,0
6433.58,0,0,0
6533.58,0,0,0
6633.58,0,0,0
6733.6,0,0,0
6833.57,0,0,0
6933.57,0,0,0
7033.96,0,0,0
7133.97,0,0,0
7233.95,0,0,0
7334,0,0,0
7433.96,0,0,0
7533.98,0,0,0
7633.57,0,0,0
7733.99,0,0,0
7833.95,0,0,0
7933.95,0,0,0
8033.96,0,0,0
8134.02,0,0,0
8234.05,0,0,0
8333.96,0,0,0
8433.57,0,0,0
8534,0,0,0
8633.57,0,0,0
8733.99,0,0,0
8833.96,0,0,0
8933.98,0,0,0
9033.57,0,0,0
9133.97,0,0,0
9233.91,0,0,0
9334.01,0,0,0
9433.58,0,0,0
9533.57,0,0,0
9633.57,0,0,0
9733.58,0,0,0
9833.58,0,0,0
9933.57,0,0,0
10033.6,0,0,0
10133.6,0,0,0
10233.6,0,0,0
10333.6,0,0,0
10433.6,0,0,0
10533.6,0,0,0
10633.6,0,0,0
10733.6,0,0,0
10833.6,0,0,0
254.393,0.609991,0.2,0.2
256.869,0.610864,0.4,0.4
353.264,0.610864,0.6,0.6
254.292,0.614765,0.8,0.8
252.878,0.606992,1,1
252.828,0.601977,1,1
257.319,0.608583,1,1
302.318,0.600978,1,1
252.597,0.56575,1,1
253.074,0.481455,1,1
252.264,0.366379,1,1
252.904,0.247997,0.6,0.6
251.916,0.123617,0,0
250.361,0.000316989,0,0
250.581,-0.0514418,0,0
250.239,0.00322897,0,0
250.211,0.0177323,0,0
250.298,0.0684906,0.2,0.2
249.886,0.111501,0.4,0.4
249.718,0.149962,0.4,0.4
250.927,0.202023,0.6,0.6
248.867,0.279401,0.8,0.8
249.644,0.370084,1,1
251.29,0.456436,1,1
248.947,0.52688,1,1
250.117,0.554056,1,1
248.719,0.543206,1,1
250.463,0.514041,1,1
249.64,0.477487,1,1
248.611,0.452047,1,1
248.92,0.42786,1,1
249.398,0.407857,1,1
248.734,0.388944,1,1
247.875,0.365342,1,1
248.179,0.349991,1,1
251.696,0.332474,1,1
247.494,0.30742,0.6,0.6
247.391,0.293959,0.6,0.6
247.531,0.277063,0.6,0.6
247.563,0.259125,0.6,0.6
247.779,0.252979,0.6,0.6
246.98,0.259668,0.6,0.6
247.437,0.28734,0.8,0.8
247.482,0.315948,0.8,0.8
247.293,0.344706,0.8,0.8
247.307,0.379574,0.8,0.8
247.215,0.392839,1,1
247.446,0.400582,1,1
247.103,0.408882,1,1
247.241,0.420671,1,1
248.622,0.421861,1,1
246.931,0.409464,1,1
246.642,0.408339,1,1
246.752,0.362778,1,1
246.78,0.272915,0.6,0.6
246.851,0.168723,0.2,0.2
246.335,0.0759691,0,0
246.012,-0.0313453,0,0
246.428,-0.0160274,0,0
246.211,-0.0187342,0,0
246.076,-0.0230623,0,0
245.702,-0.0252414,0,0
245.572,-0.0259955,0,0
245.847,-0.0272244,0,0
245.4,-0.0270884,0,0
244.93,-0.0260025,0,0
245.061,-0.026769,0,0
244.319,-0.0271203,0,0
243.934,-0.0286585,0,0
244.124,-0.0146049,0,0
243.724,0.0503371,0.2,0.2
244.233,0.116466,0.4,0.4
244.161,0.170024,0.6,0.6
242.934,0.199926,0.6,0.6
243.556,0.214688,0.6,0.6
243.648,0.217921,0.6,0.6
243.852,0.210924,0.6,0.6
243.624,0.184414,0.6,0.6
243.637,0.11977,0,0
243.374,0.0508433,0,0
243.372,-0.000970054,0,0
243.536,-0.0454476,0,0
241.809,-0.031163,0,0
243.498,0.00962545,0,0
243.183,0.0381942,0.2,0.2
242.701,0.0693317,0.2,0.2
242.235,0.0939081,0.2,0.2
243.858,0.116275,0.4,0.4
242.678,0.143786,0.4,0.4
242.7,0.162906,0.4,0.4
241.747,0.19837,0.6,0.6
242.428,0.195889,0.6,0.6
241.728,0.18467,0.6,0.6
242.023,0.173471,0.6,0.6
242.069,0.141733,0.2,0.2
241.695,0.107647,0.2,0.2
241.845,0.0758841,0.2,0.2
241.491,0.0358503,0,0
241.772,0.0093577,0,0
241.67,0.0136828,0,0
241.62,0.0235135,0,0
241.384,0.0451613,0.2,0.2
241.503,0.0761191,0.2,0.2
241.673,0.101429,0.4,0.4
240.746,0.133198,0.4,0.4
241.441,0.157262,0.4,0.4
241.354,0.181998,0.4,0.4
241.287,0.209499,0.6,0.6
240.973,0.236134,0.6,0.6
241.032,0.260706,0.6,0.6
240.905,0.256894,0.6,0.6
241.088,0.22276,0.6,0.6
240.905,0.181249,0.6,0.6
241.015,0.141823,0.2,0.2
240.037,0.105172,0.2,0.2
240.459,0.0714826,0.2,0.2
240.118,0.030294,0,0
240.777,0.00577946,0,0
240.529,0.00203104,0,0
240.594,0.0103165,0,0
240.593,0.0300953,0.2,0.2
240.602,0.0594136,0.2,0.2
240.585,0.0917182,0.2,0.2
240.205,0.123081,0.4,0.4
239.645,0.156146,0.4,0.4
240.25,0.179197,0.4,0.4
240.429,0.19894,0.6,0.6
240.227,0.20631,0.6,0.6
239.538,0.191066,0.6,0.6
240.577,0.171457,0.6,0.6
240.559,0.147017,0.2,0.2
239.892,0.114893,0.2,0.2
239.89,0.0812647,0.2,0.2
240.279,0.0453041,0.2,0.2
240.024,0.0227646,0,0
239.508,0.0204025,0,0
239.431,0.0270291,0.2,0.2
239.238,0.040335,0.2,0.2
239.731,0.063727,0.2,0.2
239.506,0.0857368,0.2,0.2
238.978,0.11415,0.4,0.4
236.185,0.136562,0.4,0.4
237.737,0.161122,0.4,0.4
238.411,0.184384,0.4,0.4
237.82,0.184611,0.4,0.4
237.753,0.179182,0.4,0.4
238.942,0.154521,0.4,0.4
237.533,0.143717,0.4,0.4
237.19,0.133708,0.4,0.4
238.339,0.122964,0.4,0.4
237.728,0.10747,0.4,0.4
237.865,0.0948845,0,0
237.475,0.0803105,0.2,0.2
237.628,0.0674058,0.2,0.2
237.227,0.0603202,0.2,0.2
237.449,0.0587357,0.2,0.2
237.429,0.0678457,0.2,0.2
237.119,0.0856301,0.2,0.2
236.577,0.107387,0.4,0.4
236.523,0.119669,0.4,0.4
237.032,0.132792,0.4,0.4
237.037,0.149952,0.4,0.4
237.141,0.148595,0.4,0.4
237.108,0.139103,0.4,0.4
236.328,0.121909,0.4,0.4
237.099,0.112139,0.4,0.4
237.263,0.102379,0.4,0.4
237.358,0.0874177,0,0
235.17,0.0729867,0.2,0.2
236.303,0.0620777,0.2,0.2
236.691,0.0462172,0.2,0.2
237.215,0.0478755,0.2,0.2
236.449,0.053074,0.2,0.2
236.13,0.0721775,0.2,0.2
235.593,0.085653,0.2,0.2
236.124,0.106958,0.4,0.4
235.671,0.125798,0.4,0.4
235.427,0.137483,0.4,0.4
235.335,0.15655,0.4,0.4
235.234,0.153572,0.4,0.4
235.077,0.128072,0.4,0.4
233.97,0.0955197,0,0
234.23,0.0551829,0,0
234.246,0.00834877,0,0
234.319,-0.0332529,0,0
234.257,-0.0643302,0,0
233.047,-0.0649889,0,0
233.573,-0.0644775,0,0
234.001,-0.0628031,0,0
233.953,-0.0595779,0,0
233.546,-0.0615017,0,0
233.343,-0.0615543,0,0
233.75,-0.0590471,0,0
233.122,-0.0227399,0,0
233.266,0.033877,0.2,0.2
232.822,0.0767273,0.2,0.2
233.011,0.115543,0.4,0.4
232.763,0.136108,0.4,0.4
232.828,0.138124,0.4,0.4
231.837,0.133553,0.4,0.4
232.458,0.104845,0.4,0.4
232.828,0.0660262,0,0
232.647,0.0179925,0,0
231.745,-0.0276137,0,0
232.267,-0.0665422,0,0
232.288,-0.0651167,0,0
232.235,-0.0522123,0,0
232.766,-0.0449932,0,0
233.636,-0.0286281,0,0
232.315,0.0141576,0,0
233.847,0.0611846,0.2,0.2
235.171,0.090874,0.4,0.4
232.139,0.127391,0.4,0.4
231.835,0.148717,0.4,0.4
231.351,0.160318,0.4,0.4
231.508,0.132252,0.4,0.4
231.853,0.0997711,0,0
231.954,0.0521964,0,0
232.255,0.00578649,0,0
232.141,-0.0347725,0,0
231.718,-0.0640314,0,0
232.217,-0.0749955,0,0
232.404,-0.0741602,0,0
231.922,-0.0671549,0,0
232.105,-0.0639433,0,0
231.765,-0.0630098,0,0
231.933,-0.0616148,0,0
231.753,-0.0614347,0,0
232.166,-0.0628114,0,0
231.546,-0.0610056,0,0
229.382,-0.0654672,0,0
231.891,-0.0626592,0,0
