Network Latency, State, Optimal Action, Shielded Action 
350.411,0,0,0
450.468,0,0,0
550.415,0,0,0
650.407,0,0,0
750.407,0,0,0
850.927,0,0,0
950.387,0,0,0
1050.44,0,0,0
1150.4,0,0,0
1250.36,0,0,0
1350.39,0,0,0
1450.42,0,0,0
1550.41,0,0,0
1650.72,0,0,0
1750.41,0,0,0
1850.4,0,0,0
1950.51,0,0,0
2050.41,0,0,0
2150.4,0,0,0
2250.41,0,0,0
2350.4,0,0,0
2450.45,0,0,0
2550.46,0,0,0
2650.4,0,0,0
2750.4,0,0,0
2850.4,0,0,0
2950.4,0,0,0
3050.48,0,0,0
3150.4,0,0,0
3250.4,0,0,0
3350.4,0,0,0
3450.41,0,0,0
3550.4,0,0,0
3650.87,0,0,0
3750.42,0,0,0
3850.69,0,0,0
3950.68,0,0,0
4050.96,0,0,0
4150.64,0,0,0
4251.04,0,0,0
4350.62,0,0,0
4450.89,0,0,0
4550.68,0,0,0
4650.41,0,0,0
4750.41,0,0,0
4850.37,0,0,0
4950.45,0,0,0
5050.41,0,0,0
5150.4,0,0,0
5250.41,0,0,0
5350.4,0,0,0
5450.4,0,0,0
5550.41,0,0,0
5650.4,0,0,0
5750.42,0,0,0
5850.41,0,0,0
5950.41,0,0,0
6050.4,0,0,0
6150.41,0,0,0
6250.4,0,0,0
6350.41,0,0,0
6450.41,0,0,0
6550.4,0,0,0
6650.41,0,0,0
6750.41,0,0,0
6850.41,0,0,0
6950.42,0,0,0
7050.4,0,0,0
7150.4,0,0,0
7250.41,0,0,0
7350.41,0,0,0
7450.4,0,0,0
7550.92,0,0,0
7650.87,0,0,0
7750.92,0,0,0
7850.89,0,0,0
7950.93,0,0,0
8050.69,0,0,0
8150.76,0,0,0
8250.9,0,0,0
8350.69,0,0,0
8450.94,0,0,0
8550.91,0,0,0
8650.9,0,0,0
8750.4,0,0,0
8850.42,0,0,0
8950.4,0,0,0
9050.4,0,0,0
9150.4,0,0,0
9250.4,0,0,0
9350.4,0,0,0
9450.41,0,0,0
9550.4,0,0,0
9650.4,0,0,0
9750.4,0,0,0
9850.36,0,0,0
9950.42,0,0,0
10050.5,0,0,0
10150.4,0,0,0
10250.4,0,0,0
10350.4,0,0,0
10450.4,0,0,0
10550.4,0,0,0
10650.4,0,0,0
10750.4,0,0,0
10850.4,0,0,0
10951.2,0,0,0
229.241,0.347904,0.2,0.2
229.766,0.34951,0.4,0.4
229.382,0.341278,0.6,0.6
227.405,0.347398,0.8,0.8
227.958,0.340851,0.8,0.8
227.831,0.342904,0.8,0.8
227.911,0.342904,0.8,0.8
276.946,0.338477,0.8,0.8
227.767,0.248268,0.8,0.8
277.518,0.205647,0.4,0.4
227.459,0.0749966,0,0
226.848,0.00198908,0,0
276.932,-0.0320656,0,0
227.978,-0.0173673,0,0
276.946,-0.00970547,0,0
229.687,0.00953175,0,0
278.515,0.0163401,0,0
277.743,0.0382196,0.2,0.2
227.979,0.0770818,0.2,0.2
228.051,0.10441,0.4,0.4
226.967,0.129571,0.4,0.4
276.68,0.141562,0.4,0.4
276.439,0.165104,0.4,0.4
226.768,0.168817,0.4,0.4
226.519,0.155637,0.4,0.4
226.525,0.14502,0.4,0.4
226.247,0.135099,0.4,0.4
274.324,0.128254,0.4,0.4
227.065,0.117754,0.4,0.4
225.713,0.108576,0.4,0.4
225.967,0.0838595,0,0
226.372,0.0384569,0,0
225.856,-0.0010178,0,0
225.917,-0.0468049,0,0
225.741,-0.0296667,0,0
225.576,-0.0219464,0,0
226.027,-0.0131907,0,0
223.591,0.00608874,0,0
224.528,0.064918,0.2,0.2
225.23,0.112733,0.4,0.4
225.725,0.171795,0.6,0.6
225.369,0.236353,0.6,0.6
225.952,0.271105,0.6,0.6
224.876,0.319702,0.8,0.8
227.629,0.379562,1,1
225.573,0.427609,1,1
224.886,0.426113,1,1
225.47,0.405572,1,1
224.738,0.361477,1,1
225.621,0.298825,0.6,0.6
225.162,0.240011,0.6,0.6
274.092,0.208143,0.6,0.6
224.972,0.128756,0.2,0.2
272.846,0.098489,0.2,0.2
225.341,0.075642,0.2,0.2
224.573,0.0714605,0.2,0.2
274.66,0.0720788,0.2,0.2
324.139,0.0850341,0.2,0.2
224.073,0.153843,0.4,0.4
274.364,0.172357,0.6,0.6
274.205,0.218274,0.6,0.6
224.265,0.272086,0.6,0.6
273.809,0.281397,0.8,0.8
224.531,0.29338,0.8,0.8
222.996,0.290004,0.8,0.8
222.751,0.278926,0.8,0.8
223.908,0.260937,0.8,0.8
273.848,0.246991,0.8,0.8
276.288,0.219645,0.4,0.4
272.481,0.190616,0.4,0.4
275.78,0.160337,0.4,0.4
225.446,0.125442,0.4,0.4
221.647,0.0870019,0,0
270.628,0.0734898,0.2,0.2
223.479,0.0170317,0,0
272.319,-0.00673472,0,0
324.273,-0.0241027,0,0
422.502,-0.0241027,0,0
222.402,-0.00617461,0,0
320.414,-0.00617461,0,0
225.682,0.204486,0.2,0.2
272.759,0.260371,0.4,0.4
223.617,0.408993,0.6,0.6
223.297,0.516708,0.8,0.8
222.921,0.595698,1,1
223.477,0.671918,1,1
223.488,0.705236,1,1
222.875,0.715914,1,1
222.497,0.688991,1,1
222.367,0.655485,1,1
223.03,0.594583,1,1
223.208,0.517786,1,1
222.547,0.435839,1,1
222.795,0.359778,1,1
222.433,0.314857,0.6,0.6
222.537,0.311636,0.6,0.6
222.329,0.309638,0.8,0.8
222.236,0.287951,0.8,0.8
222.062,0.239875,0.4,0.4
222.103,0.189841,0.4,0.4
222.254,0.0959674,0,0
222.104,0.00886286,0,0
222.727,-0.0551401,0,0
221.818,-0.0385288,0,0
223.262,-0.0139721,0,0
224.081,0.00506021,0,0
217.961,0.0124956,0,0
219.866,0.0449969,0.2,0.2
224.824,0.130224,0.4,0.4
221.695,0.231405,0.6,0.6
221.749,0.326854,0.8,0.8
221.155,0.405097,1,1
221.32,0.494399,1,1
221.414,0.576817,1,1
220.473,0.664226,1,1
221.59,0.686852,1,1
270.442,0.661991,1,1
221.215,0.515504,1,1
221.337,0.409,1,1
221.273,0.300548,0.6,0.6
221.475,0.193959,0.2,0.2
223.386,0.100377,0.2,0.2
221.06,0.00582273,0,0
220.954,-0.0671681,0,0
223.415,-0.0143033,0,0
223.94,0.00877334,0,0
223.022,0.0674322,0.2,0.2
223.294,0.123736,0.4,0.4
217.76,0.191181,0.6,0.6
219.667,0.272463,0.8,0.8
220.171,0.334297,0.8,0.8
220.37,0.382619,0.8,0.8
220.274,0.389424,1,1
220.095,0.356261,1,1
221.416,0.316404,0.6,0.6
219.16,0.265863,0.6,0.6
218.363,0.20753,0.6,0.6
219.904,0.138138,0.2,0.2
219.119,0.105033,0.2,0.2
219.032,0.0813992,0.2,0.2
222.252,0.0666171,0.2,0.2
220.142,0.0792017,0.2,0.2
217.708,0.101432,0.4,0.4
219.258,0.126414,0.4,0.4
218.164,0.150622,0.4,0.4
219.119,0.180047,0.4,0.4
217.678,0.20009,0.6,0.6
218.806,0.181139,0.6,0.6
218.701,0.144538,0.2,0.2
219.152,0.103662,0.2,0.2
218.585,0.0410821,0,0
219.231,-0.029652,0,0
218.399,-0.0665249,0,0
218.309,-0.0338858,0,0
218.454,-0.0300201,0,0
218.191,-0.0260592,0,0
218.479,-0.0291518,0,0
218.049,-0.0310401,0,0
218.043,-0.0344481,0,0
219.556,-0.0425685,0,0
217.214,-0.0342573,0,0
217.596,-0.0337537,0,0
217.856,-0.0337047,0,0
216.212,-0.0346199,0,0
217.223,-0.0352,0,0
218.881,-0.036186,0,0
217.109,-0.0350739,0,0
216.97,-0.0344376,0,0
216.918,-0.0380782,0,0
216.642,-0.0358149,0,0
217.285,-0.0354411,0,0
