Network Latency, State, Optimal Action, Shielded Action 
333.51,0,0,0
433.956,0,0,0
534.54,0,0,0
633.514,0,0,0
733.533,0,0,0
833.497,0,0,0
933.495,0,0,0
1033.61,0,0,0
1133.48,0,0,0
1233.58,0,0,0
1333.43,0,0,0
1434.37,0,0,0
1533.47,0,0,0
1633.52,0,0,0
1733.51,0,0,0
1833.49,0,0,0
1933.59,0,0,0
2033.65,0,0,0
2133.6,0,0,0
2233.59,0,0,0
2333.73,0,0,0
2433.49,0,0,0
2533.57,0,0,0
2633.78,0,0,0
2733.65,0,0,0
2833.49,0,0,0
2933.48,0,0,0
3033.66,0,0,0
3133.67,0,0,0
3233.56,0,0,0
3333.57,0,0,0
3433.49,0,0,0
3533.66,0,0,0
3633.57,0,0,0
3733.5,0,0,0
3833.52,0,0,0
3933.49,0,0,0
4033.56,0,0,0
4133.6,0,0,0
4233.49,0,0,0
4333.48,0,0,0
4433.6,0,0,0
4533.49,0,0,0
4633.52,0,0,0
4733.49,0,0,0
4833.5,0,0,0
4933.49,0,0,0
5033.48,0,0,0
5133.49,0,0,0
5233.55,0,0,0
5333.48,0,0,0
5433.54,0,0,0
5533.49,0,0,0
5633.49,0,0,0
5733.59,0,0,0
5833.5,0,0,0
5933.52,0,0,0
6033.48,0,0,0
6133.48,0,0,0
6233.65,0,0,0
6333.51,0,0,0
6433.49,0,0,0
6533.49,0,0,0
6633.57,0,0,0
6733.65,0,0,0
6833.5,0,0,0
6933.48,0,0,0
7033.49,0,0,0
7133.65,0,0,0
7233.49,0,0,0
7333.68,0,0,0
7433.48,0,0,0
7533.63,0,0,0
7633.48,0,0,0
7733.53,0,0,0
7833.5,0,0,0
7933.64,0,0,0
8033.48,0,0,0
8133.69,0,0,0
8233.49,0,0,0
8333.48,0,0,0
8433.59,0,0,0
8533.48,0,0,0
8633.59,0,0,0
8733.53,0,0,0
8833.54,0,0,0
8933.56,0,0,0
9033.64,0,0,0
9133.54,0,0,0
9233.52,0,0,0
9333.6,0,0,0
9433.53,0,0,0
9533.61,0,0,0
9633.53,0,0,0
9733.62,0,0,0
9833.57,0,0,0
9933.53,0,0,0
10033.6,0,0,0
10133.5,0,0,0
10233.5,0,0,0
10333.7,0,0,0
10433.6,0,0,0
10533.7,0,0,0
10633.7,0,0,0
10733.6,0,0,0
10833.6,0,0,0
10933.5,0,0,0
11033.6,0,0,0
11133.5,0,0,0
11233.6,0,0,0
11333.5,0,0,0
11433.6,0,0,0
11533.5,0,0,0
11633.6,0,0,0
11733.6,0,0,0
11833.5,0,0,0
199.126,0.827038,0.2,0.2
200.093,0.826286,0.4,0.4
199.83,0.832272,0.6,0.6
200.429,0.827071,0.8,0.8
199.547,0.820191,1,1
199.372,0.78548,1,1
198.682,0.721885,1,1
199.07,0.63184,1,1
198.617,0.525903,1,1
