Network Latency 
230.109461000
181.722121000
229.969079000
181.794985000
230.484913000
181.413133000
228.474184000
178.610925000
228.320170000
178.904362000
228.511016000
180.118652000
228.838532000
179.796799000
228.791525000
179.867743000
229.792985000
180.679317000
230.221491000
181.875783000
227.397588000
177.994100000
227.534259000
177.832214000
227.725169000
178.082611000
227.471699000
177.487610000
226.882266000
177.729623000
227.344116000
177.648152000
227.115704000
177.409723000
226.974585000
176.919425000
226.693596000
175.675982000
226.699099000
176.985823000
226.484990000
176.808449000
226.847514000
177.237276000
226.479806000
176.814273000
226.078978000
176.183720000
226.008419000
176.000875000
226.085667000
176.292231000
226.266752000
176.374438000
225.802342000
177.353690000
226.480349000
177.074174000
225.598695000
176.445157000
225.816965000
177.982515000
225.395337000
175.916746000
226.223840000
176.072873000
225.106829000
175.816684000
225.791109000
176.197703000
224.612402000
174.862008000
225.046989000
176.075273000
225.275659000
175.762125000
224.324437000
174.834487000
223.153762000
175.398384000
224.293686000
174.770104000
224.162295000
174.537243000
224.367861000
174.484699000
223.520542000
175.295217000
224.460147000
175.034836000
224.575090000
174.162558000
223.704572000
173.973921000
222.752392000
173.256265000
223.951641000
174.096223000
224.303381000
174.150238000
223.583741000
173.213769000
223.042883000
173.188489000
223.272673000
173.984224000
223.498718000
174.067551000
223.049475000
173.811938000
223.106914000
173.089130000
222.869125000
172.920972000
222.690855000
173.194441000
223.053251000
173.829346000
222.619495000
173.052938000
222.284299000
173.469414000
222.578247000
173.025322000
222.567144000
173.081450000
222.817989000
173.184105000
222.345547000
172.741133000
222.197452000
172.458417000
221.968271000
172.078037000
221.920591000
172.325298000
221.890447000
172.253427000
221.544211000
171.599034000
221.474228000
171.932631000
220.993114000
171.886647000
223.286974000
177.203609000
220.076196000
170.747141000
219.594698000
171.021345000
221.278774000
171.963798000
221.272694000
171.679001000
220.429824000
171.447228000
220.865083000
170.967297000
220.283745000
171.036096000
220.651356000
170.842146000
220.426527000
170.782179000
220.102883000
174.628311000
221.068408000
171.813144000
219.921189000
171.093248000
220.383551000
170.587109000
219.223982000
169.843918000
220.175490000
170.509702000
223.750039000
174.954930000
219.854501000
171.795639000
219.949380000
171.240253000
215.509720000
169.996779000
217.298371000
169.674704000
218.697459000
169.145782000
218.209304000
170.651268000
218.187737000
169.894893000
217.219908000
169.477138000
219.022415000
169.308724000
218.887472000
169.176853000
218.359797000
168.699098000
218.557331000
169.020503000
218.513844000
168.920728000
218.304630000
168.753370000
218.561875000
168.864633000
218.272951000
167.483208000
217.816668000
168.180576000
217.624510000
168.163777000
217.692030000
166.416437000
217.542878000
167.659942000
217.094243000
167.506088000
217.190178000
166.987534000
217.193122000
167.641894000
217.140995000
167.772677000
217.045605000
167.515304000
216.961798000
167.365290000
216.728264000
167.634343000
216.850567000
167.047917000
216.824935000
167.236971000
216.503530000
167.404520000
216.575049000
166.771183000
216.355116000
167.198314000
216.630536000
165.635774000
216.547562000
166.751024000
216.614409000
165.562942000
216.255373000
166.616594000
217.123266000
168.682362000
216.986756000
168.020193000
215.831345000
166.587858000
216.002511000
165.571422000
215.894992000
166.450419000
215.828368000
265.838024000
216.450346000
166.162070000
214.735422000
166.302869000
215.740370000
165.314752000
215.709107000
165.897978000
215.405430000
165.831227000
215.494229000
166.014712000
215.328759000
165.263649000
215.395893000
165.591516000
214.895930000
165.615644000
214.935802000
165.376735000
215.125688000
165.618396000
215.772081000
166.098230000
214.978810000
165.457694000
215.016953000
165.141953000
214.912603000
165.305824000
214.757533000
164.963172000
214.689278000
165.204609000
