Network Latency, State, Optimal Action, Shielded Action 
348.478,0,0,0
448.419,0,0,0
550.381,0,0,0
650.856,0,0,0
748.576,0,0,0
848.5,0,0,0
948.391,0,0,0
1048.42,0,0,0
1148.48,0,0,0
1248.44,0,0,0
1348.45,0,0,0
1449.12,0,0,0
1548.4,0,0,0
1648.42,0,0,0
1748.98,0,0,0
1848.5,0,0,0
1948.65,0,0,0
2048.45,0,0,0
2148.44,0,0,0
2248.44,0,0,0
2348.44,0,0,0
2448.45,0,0,0
2548.47,0,0,0
2648.44,0,0,0
2748.44,0,0,0
2848.44,0,0,0
2948.44,0,0,0
3048.45,0,0,0
3148.47,0,0,0
3248.47,0,0,0
3348.45,0,0,0
3448.45,0,0,0
3548.98,0,0,0
3648.45,0,0,0
3748.44,0,0,0
3848.45,0,0,0
3948.45,0,0,0
4048.44,0,0,0
4148.44,0,0,0
4248.45,0,0,0
4348.45,0,0,0
4448.44,0,0,0
4548.45,0,0,0
4648.44,0,0,0
4748.45,0,0,0
4848.44,0,0,0
4948.45,0,0,0
5048.44,0,0,0
5148.45,0,0,0
5248.57,0,0,0
5348.52,0,0,0
5448.49,0,0,0
5548.49,0,0,0
5648.5,0,0,0
5748.49,0,0,0
5848.49,0,0,0
5948.5,0,0,0
6048.48,0,0,0
6148.46,0,0,0
6248.47,0,0,0
6348.47,0,0,0
6448.46,0,0,0
6548.47,0,0,0
6648.95,0,0,0
6748.96,0,0,0
6848.99,0,0,0
6948.94,0,0,0
7048.47,0,0,0
7148.95,0,0,0
7248.98,0,0,0
7348.99,0,0,0
7448.96,0,0,0
7548.49,0,0,0
7648.47,0,0,0
7748.46,0,0,0
7848.46,0,0,0
7948.47,0,0,0
8048.81,0,0,0
8148.78,0,0,0
8248.51,0,0,0
8348.47,0,0,0
8448.48,0,0,0
8548.47,0,0,0
8648.49,0,0,0
8748.46,0,0,0
8848.47,0,0,0
8948.46,0,0,0
9048.46,0,0,0
9148.49,0,0,0
9248.47,0,0,0
9348.46,0,0,0
9448.47,0,0,0
9548.46,0,0,0
9648.44,0,0,0
9748.44,0,0,0
9848.47,0,0,0
9948.47,0,0,0
10048.5,0,0,0
10148.5,0,0,0
10248.5,0,0,0
10348.5,0,0,0
10448.5,0,0,0
10548.5,0,0,0
10648.5,0,0,0
10748.5,0,0,0
10848.5,0,0,0
10948.5,0,0,0
141.347,1.35375,0.2,0.2
142.342,1.356,0.4,0.4
140.948,1.35286,0.6,0.6
140.025,1.34998,0.8,0.8
140.7,1.353,1,1
140.353,1.35094,1,1
140.949,1.34575,1,1
138.526,1.28304,1,1
138.037,1.1805,1,1
137.718,1.05837,1,1
137.935,0.934257,1,1
137.512,0.80799,1,1
137.356,0.687074,1,1
137.292,0.573617,1,1
138.16,0.491749,1,1
136.698,0.447937,1,1
135.078,0.41446,1,1
136.574,0.367944,1,1
136.393,0.330947,1,1
136.183,0.285588,0.6,0.6
135.448,0.233109,0.6,0.6
136.396,0.177527,0.6,0.6
135.378,0.131834,0.2,0.2
135.547,0.1162,0.2,0.2
135.271,0.112559,0.4,0.4
137.787,0.116822,0.4,0.4
134.906,0.145339,0.4,0.4
134.503,0.162107,0.4,0.4
134.205,0.174402,0.4,0.4
133.935,0.183195,0.4,0.4
134.09,0.181854,0.4,0.4
133.498,0.189923,0.6,0.6
133.435,0.196823,0.6,0.6
133.63,0.201978,0.6,0.6
133.018,0.188693,0.6,0.6
132.383,0.169056,0.6,0.6
132.257,0.151635,0.2,0.2
132.274,0.137955,0.2,0.2
132.342,0.115561,0.4,0.4
132.639,0.114086,0.4,0.4
132.4,0.135717,0.4,0.4
131.734,0.154711,0.4,0.4
131.594,0.16533,0.4,0.4
131.554,0.171686,0.4,0.4
131.024,0.175408,0.4,0.4
130.827,0.177355,0.4,0.4
131.054,0.176382,0.4,0.4
130.653,0.176337,0.4,0.4
130.565,0.178288,0.4,0.4
130.679,0.176861,0.4,0.4
130.054,0.181139,0.4,0.4
130.071,0.185921,0.6,0.6
129.584,0.1897,0.6,0.6
129.468,0.198205,0.6,0.6
134.435,0.188719,0.6,0.6
131.871,0.170665,0.6,0.6
131.032,0.15321,0.2,0.2
129.569,0.13676,0.2,0.2
128.453,0.116642,0.4,0.4
128.16,0.118103,0.4,0.4
128.169,0.140661,0.4,0.4
127.769,0.160731,0.4,0.4
127.634,0.170992,0.4,0.4
127.69,-0.188254,0,0
127.234,0.188417,0.2,0.2
126.911,0.186096,0.4,0.4
126.666,0.21725,0.6,0.6
126.77,0.245113,0.6,0.6
126.413,0.274796,0.6,0.6
126.354,0.270826,0.6,0.6
126.053,0.259482,0.6,0.6
125.511,0.248754,0.6,0.6
126.156,0.235592,0.6,0.6
125.912,0.219188,0.6,0.6
125.549,0.188983,0.6,0.6
124.984,0.145196,0.2,0.2
124.905,0.0865716,0.2,0.2
124.796,0.0222497,0,0
124.229,-0.0168292,0,0
124.584,-0.0491924,0,0
124.154,-0.0445871,0,0
124.07,-0.0373989,0,0
123.696,-0.0304101,0,0
123.56,-0.035609,0,0
123.561,-0.0417521,0,0
122.715,-0.0213618,0,0
