Network Latency 
103.961655000
154.567434000
106.018086000
153.708242000
104.469139000
154.063855000
104.939342000
153.318773000
104.278868000
152.762010000
103.307133000
152.646746000
103.105630000
152.663194000
103.049566000
152.306846000
102.734658000
152.742202000
102.455331000
151.779202000
102.277605000
151.693859000
102.397092000
151.789986000
102.497571000
152.296638000
102.554467000
151.418757000
101.737514000
151.986432000
102.328197000
151.266726000
101.553196000
152.051936000
102.113287000
150.644780000
101.005200000
151.005800000
101.014928000
150.810314000
101.156974000
151.431108000
102.613154000
150.275343000
100.399093000
151.318662000
102.019912000
150.048049000
99.518684000
149.956082000
100.144823000
149.545525000
100.326166000
149.281431000
99.624091000
149.200280000
99.864922000
149.323351000
100.117432000
149.001977000
99.763611000
149.147576000
99.443357000
148.806331000
99.517565000
148.740091000
99.332351000
148.654653000
99.056801000
148.698908000
98.841731000
148.392031000
98.472422000
147.988322000
98.631748000
148.046370000
97.578541000
147.771364000
98.277927000
147.665189000
98.141385000
147.292680000
97.813067000
147.332872000
97.666605000
147.184713000
97.721932000
147.236617000
97.270832000
146.906316000
97.412655000
147.054762000
97.259920000
146.612558000
97.100881000
146.722125000
96.259832000
146.341200000
97.011153000
145.918707000
95.908283000
146.029171000
96.466103000
146.143122000
96.352344000
145.355064000
95.832988000
145.328440000
95.974619000
145.491607000
95.846427000
145.055386000
95.800188000
144.987483000
95.402592000
144.542495000
95.518110000
144.968028000
95.421920000
144.840028000
95.240673000
144.667007000
94.842852000
144.420928000
94.934563000
144.414400000
95.010147000
143.310122000
94.144042000
144.195619000
94.459335000
144.202722000
94.265865000
143.516232000
93.926220000
142.953516000
93.961611000
143.644551000
94.083531000
143.993156000
94.094059000
143.480456000
93.873996000
142.311218000
93.830029000
142.999468000
93.432880000
142.756558000
93.410960000
142.368241000
93.338545000
142.485361000
93.077523000
142.243315000
92.574775000
141.787830000
91.518400000
141.990005000
92.563607000
142.574128000
92.417176000
142.254386000
92.457497000
141.844022000
92.462809000
141.869237000
92.453113000
141.567704000
92.186459000
141.678008000
92.203322000
141.460153000
92.165627000
141.445337000
91.114596000
141.409242000
91.885053000
140.359267000
91.148740000
140.965182000
91.602559000
139.368203000
91.258178000
140.918622000
91.257539000
140.693440000
90.474441000
139.645801000
90.403850000
140.624865000
90.939590000
140.661728000
90.835302000
139.301131000
90.206379000
139.862567000
90.603240000
139.253676000
90.209291000
139.962022000
90.690503000
139.694441000
90.206411000
139.776104000
90.367978000
139.674408000
90.330987000
139.365067000
90.148332000
139.593321000
90.050316000
139.619849000
89.860431000
139.273868000
89.958542000
139.382667000
89.800911000
139.173613000
89.764688000
139.043406000
89.584785000
139.082126000
89.496178000
138.954575000
89.384434000
138.864879000
89.352339000
136.815553000
89.232339000
137.850072000
88.967062000
137.189118000
88.816055000
138.217205000
88.841783000
137.842232000
87.760928000
138.140981000
88.211581000
138.264469000
88.880055000
138.104630000
88.492410000
137.343260000
88.604153000
137.893016000
88.592377000
137.768056000
88.203613000
137.044735000
88.150205000
138.269012000
88.156637000
137.794872000
88.314811000
137.720249000
88.048509000
138.237652000
89.543793000
137.315900000
88.346972000
138.248244000
88.911254000
137.551898000
88.143421000
135.747914000
88.137629000
137.472059000
88.452987000
136.732770000
87.040966000
136.375461000
88.709433000
139.399338000
90.210443000
137.082751000
88.256060000
136.722466000
86.343340000
137.277693000
88.325947000
136.284901000
87.108613000
135.832457000
87.503042000
136.722914000
87.149957000
136.369093000
87.569473000
136.364004000
88.141501000
135.638410000
85.903440000
134.817970000
84.903096000
135.496300000
85.978640000
135.369293000
85.269589000
135.679691000
85.716145000
134.932560000
85.445139000
134.264982000
85.562899000
134.853458000
85.300405000
134.663955000
85.355285000
134.708819000
85.415732000
134.588628000
84.975448000
134.256406000
84.814554000
134.348726000
84.619131000
134.285494000
83.979424000
133.863642000
83.894625000
134.611507000
84.115263000
133.316574000
85.099895000
134.316981000
84.201246000
133.076609000
84.280926000
133.014145000
84.083839000
133.595196000
84.019104000
133.965657000
82.314798000
133.197183000
83.439461000
133.358846000
83.555460000
133.899001000
84.297501000
133.587004000
84.083231000
132.602916000
83.268070000
132.478918000
83.464260000
132.911650000
83.383558000
132.602148000
83.281510000
132.593444000
82.073457000
132.559973000
83.190791000
132.618020000
82.941289000
131.962090000
82.750731000
132.432646000
83.209543000
132.362726000
81.401206000
130.255480000
82.026289000
132.188872000
82.577900000
131.921322000
82.572589000
131.922026000
82.267759000
131.955178000
81.667764000
132.162408000
82.100528000
131.358767000
81.625941000
131.384751000
81.169496000
131.253232000
81.275703000
130.538198000
80.972986000
130.808180000
80.915066000
130.945682000
81.551701000
130.954738000
81.931218000
130.406647000
81.184088000
130.740180000
80.412223000
130.129338000
80.401983000
130.271608000
79.968258000
129.921467000
80.420671000
129.838364000
79.631045000
130.286136000
80.709884000
129.736893000
79.601221000
129.701373000
79.716708000
129.607997000
78.979691000
129.506239000
79.326216000
129.473215000
79.186633000
129.236097000
78.385488000
128.973284000
78.471567000
129.040643000
79.577990000
128.592198000
78.509103000
128.714661000
78.667501000
128.622247000
77.865652000
128.494055000
78.903980000
128.303945000
77.435095000
128.468231000
78.441871000
128.023979000
77.352313000
127.980747000
78.333136000
127.598638000
77.742005000
127.541808000
77.562583000
127.559887000
78.083538000
127.185810000
77.186265000
