Network Latency, State, Optimal Action, Shielded Action 
437.922692000,0,0,0
437.857684000,0,0,0
440.250640000,0,0,0
0.123967000,0,0,0
0.036735000,0,0,0
0.064863000,0,0,0
0.060352000,0,0,0
0.058016000,0,0,0
0.093824000,0,0,0
0.063103000,0,0,0
0.059583000,0,0,0
0.058271000,0,0,0
0.059455000,0,0,0
0.059295000,0,0,0
0.058623000,0,0,0
0.059295000,0,0,0
0.060159000,0,0,0
0.059039000,0,0,0
0.061920000,0,0,0
0.116895000,0,0,0
0.061695000,0,0,0
0.060288000,0,0,0
0.059167000,0,0,0
0.108287000,0,0,0
0.062432000,0,0,0
0.052160000,0,0,0
0.151935000,0,0,0
0.059424000,0,0,0
0.058495000,0,0,0
0.059840000,0,0,0
0.058463000,0,0,0
0.058783000,0,0,0
0.059167000,0,0,0
0.056895000,0,0,0
0.057887000,0,0,0
0.062079000,0,0,0
0.059680000,0,0,0
0.059263000,0,0,0
0.060191000,0,0,0
0.062208000,0,0,0
0.058208000,0,0,0
0.057536000,0,0,0
0.057952000,0,0,0
0.068064000,0,0,0
0.058720000,0,0,0
0.061568000,0,0,0
0.060064000,0,0,0
0.057056000,0,0,0
0.061152000,0,0,0
0.060063000,0,0,0
0.062943000,0,0,0
0.094527000,0,0,0
0.059583000,0,0,0
0.060031000,0,0,0
0.059871000,0,0,0
0.058463000,0,0,0
0.059071000,0,0,0
0.062079000,0,0,0
0.058175000,0,0,0
0.061247000,0,0,0
0.058751000,0,0,0
0.058912000,0,0,0
0.058976000,0,0,0
0.059712000,0,0,0
0.060288000,0,0,0
0.059487000,0,0,0
0.058304000,0,0,0
0.059104000,0,0,0
0.060224000,0,0,0
0.059168000,0,0,0
0.058688000,0,0,0
0.059488000,0,0,0
0.090463000,0,0,0
0.058880000,0,0,0
0.059935000,0,0,0
0.060799000,0,0,0
0.059295000,0,0,0
0.048896000,0,0,0
0.054687000,0,0,0
0.058591000,0,0,0
0.058591000,0,0,0
0.059039000,0,0,0
0.064319000,0,0,0
0.060383000,0,0,0
0.060543000,0,0,0
0.059391000,0,0,0
0.060447000,0,0,0
0.070848000,0,0,0
0.059391000,0,0,0
0.079936000,0,0,0
0.066272000,0,0,0
0.078080000,0,0,0
0.058528000,0,0,0
0.059616000,0,0,0
0.059968000,0,0,0
0.061152000,0,0,0
0.060512000,0,0,0
0.068383000,0,0,0
0.110751000,0,0,0
0.064543000,0,0,0
0.060831000,0,0,0
0.062912000,0,0,0
0.056320000,0,0,0
0.059583000,0,0,0
0.059519000,0,0,0
0.059487000,0,0,0
0.058335000,0,0,0
0.059231000,0,0,0
0.080127000,0,0,0
104.635665000,1.41369,0.2,0
156.997718000,1.41298,0.2,0
205.102046000,1.41294,0.2,0
256.573227000,1.41342,0.2,0
305.777449000,1.41598,0.2,0
354.398446000,1.40894,0.2,0
403.871594000,1.41398,0.2,0
403.751212000,1.41242,0.2,0
403.597197000,1.41,0.2,0
403.410287000,1.41569,0.2,0
403.266864000,1.41242,0.2,0
402.970387000,1.41898,0.2,0
402.684756000,1.41721,0.2,0
403.311119000,1.409,0.2,0
402.730452000,1.41042,0.2,0
403.404750000,1.40998,0.2,0
402.054714000,1.41842,0.2,0
403.210864000,1.41659,0.2,0
401.846396000,1.41698,0.2,0
401.515967000,1.41374,0.2,0
400.978020000,1.413,0.2,0
403.336144000,1.41842,0.2,0
401.891707000,1.41342,0.2,0
403.646828000,1.41474,0.2,0
401.615838000,1.41898,0.2,0
400.828196000,1.41674,0.2,0
401.036611000,1.412,0.2,0
450.543904000,1.4136,0.2,0
400.441735000,1.41785,0.2,0
400.738597000,1.41294,0.2,0
400.335464000,1.41121,0.2,0
450.074916000,1.41385,0.2,0
400.404872000,1.41198,0.2,0
449.841445000,1.41694,0.2,0
450.132291000,1.41721,0.2,0
449.793062000,1.40698,0.2,0
449.708998000,1.41721,0.2,0
449.378153000,1.4126,0.2,0
449.442696000,1.406,0.2,0
449.364266000,1.41659,0.2,0
448.900749000,1.41469,0.2,0
449.165995000,1.4156,0.2,0
448.806798000,1.41074,0.2,0
448.549104000,1.411,0.2,0
447.936342000,1.41294,0.2,0
447.991573000,1.4116,0.2,0
448.148819000,1.41398,0.2,0
448.202356000,1.417,0.2,0
447.773495000,1.4056,0.2,0
447.811895000,1.40998,0.2,0
447.393242000,1.41396,0.2,0
447.609912000,1.40921,0.2,0
447.222427000,1.41785,0.2,0
446.717823000,1.415,0.2,0
447.200988000,1.412,0.2,0
446.888862000,1.41798,0.2,0
446.336611000,1.48264,0.2,0
446.163844000,1.56187,0.2,0.2
446.358819000,1.62193,0.4,0.4
445.896038000,1.65182,0.6,0.6
445.904615000,1.64971,0.8,0
445.374635000,1.65334,0.2,0.2
445.855047000,1.647,0.4,0.4
445.695880000,1.63,0.6,0
445.424427000,1.60698,0.2,0.2
445.203917000,1.54756,0.4,0.4
445.167917000,1.5139,0.6,0.6
444.238581000,1.48398,0.8,0
444.691569000,1.45598,0.2,0
444.971822000,1.43993,0.2,0
444.467859000,1.4242,0.2,0
443.930967000,1.38974,0.2,0
444.657137000,1.33661,0.2,0
444.711185000,1.292,0.2,0
444.257589000,1.28827,0.2,0
442.944544000,1.276,0.2,0
443.584570000,1.287,0.2,0
443.719641000,1.28419,0.2,0
443.265533000,1.28763,0.2,0
443.292253000,1.29094,0.2,0
443.073887000,1.28704,0.2,0
442.616866000,1.288,0.2,0
442.867232000,1.28394,0.2,0
443.150078000,1.31698,0.2,0
443.059646000,1.36398,0.2,0
442.639619000,1.41998,0.2,0
442.810496000,1.47893,0.2,0
442.470468000,1.52298,0.2,0.2
442.771521000,1.57184,0.4,0.4
442.069511000,1.615,0.6,0.6
442.308709000,1.66533,0.8,0
441.790858000,1.71092,0.2,0.2
441.348781000,1.75898,0.4,0.4
441.833225000,1.80298,0.6,0
440.071160000,1.85382,0.2,0.2
441.671435000,1.90098,0.4,0.4
441.631563000,1.95491,0.6,0.6
440.364758000,1.99991,0.8,0
441.253294000,2.04891,0.2,0.2
441.415437000,2.10764,0.4,0.4
440.695731000,2.15379,0.6,0.6
440.575412000,2.22098,0.8,0.8
439.879770000,2.29678,1,1
440.399445000,2.3649,1,1
440.780242000,2.44697,1,1
440.727219000,2.48589,1,1
440.472788000,2.51333,1,1
440.184407000,2.51476,1,1
440.280919000,2.48989,1,1
440.565716000,2.46297,1,1
439.993785000,2.42977,1,1
440.121144000,2.38,1,1
439.965241000,2.3456,1,1
439.809499000,2.30438,1,1
439.876954000,2.26639,1,1
439.782331000,2.23998,1,1
439.695035000,2.20162,1,1
437.701452000,2.16498,1,1
437.757356000,2.12098,1,1
437.478254000,2.09798,1,1
439.074592000,2.06344,1,1
439.040289000,2.03165,1,1
439.181503000,1.98798,1,0
439.154400000,1.96566,0.2,0
439.043521000,1.927,0.2,0
438.210055000,1.89098,0.2,0.2
438.872226000,1.85892,0.4,0.4
438.785763000,1.81398,0.6,0.6
438.264423000,1.79298,0.8,0
440.712723000,1.83692,0.2,0.2
438.899266000,1.90492,0.4,0.4
443.061247000,1.97281,0.6,0
437.917706000,2.0338,0.2,0.2
439.276255000,2.0838,0.4,0.4
439.275615000,2.10591,0.6,0.6
437.812747000,2.12498,0.8,0.8
437.224145000,2.1058,1,1
441.378413000,2.084,1,1
439.415870000,2.07544,1,1
436.400215000,2.0428,1,1
439.556476000,1.98498,1,0
438.767555000,1.92024,0.2,0
439.644636000,1.82582,0.2,0
437.936203000,1.72298,0.2,0.2
437.824811000,1.61193,0.4,0.4
438.914114000,1.50198,0.6,0.6
437.185169000,1.40786,0.8,0
436.616662000,1.41994,0.2,0
435.928411000,1.49098,0.2,0
436.513142000,1.59755,0.2,0.2
435.756093000,1.70232,0.4,0.4
436.270936000,1.79268,0.6,0.6
436.231416000,1.876,0.8,0
436.491927000,1.95566,0.2,0.2
437.936202000,2.03091,0.4,0.4
435.557630000,2.07698,0.6,0.6
435.763901000,2.09291,0.8,0.8
435.484127000,2.0908,1,1
435.474335000,2.0718,1,1
435.402912000,2.0648,1,1
435.093026000,2.0448,1,1
435.410016000,2.04045,1,1
435.143682000,2.0238,1,1
434.675110000,1.98681,1,0
435.278624000,1.93881,0.2,0
434.158378000,1.89581,0.2,0
435.149345000,1.83292,0.2,0.2
434.033964000,1.77998,0.4,0.4
433.215602000,1.72698,0.6,0.6
433.553455000,1.686,0.8,0
434.664006000,1.71883,0.2,0.2
434.445640000,1.76769,0.4,0.4
434.457640000,1.81382,0.6,0
434.532839000,1.87892,0.2,0.2
434.360968000,1.919,0.4,0.4
433.504079000,1.92581,0.6,0.6
433.277906000,1.92098,0.8,0
433.829517000,1.91592,0.2,0.2
433.538415000,1.92498,0.4,0.4
433.543727000,1.91881,0.6,0
433.356433000,1.92266,0.2,0.2
433.344561000,1.91981,0.4,0.4
432.848021000,1.90498,0.6,0.6
433.228658000,1.89381,0.8,0
433.234610000,1.867,0.2,0.2
430.872358000,1.845,0.4,0.4
433.167475000,1.83968,0.6,0
432.976916000,1.80392,0.2,0.2
432.733270000,1.75383,0.4,0.4
432.713846000,1.71892,0.6,0.6
432.549848000,1.69183,0.8,0
432.083228000,1.658,0.2,0.2
432.246715000,1.64493,0.4,0.4
432.066268000,1.63471,0.6,0
432.305722000,1.60671,0.2,0.2
431.605248000,1.55456,0.4,0.4
431.735775000,1.51273,0.6,0.6
431.628063000,1.49385,0.8,0
431.381090000,1.48058,0.2,0
431.481889000,1.54157,0.2,0.2
430.918534000,1.62071,0.4,0.4
431.153539000,1.64471,0.6,0.6
430.930726000,1.62093,0.8,0
430.561001000,1.58513,0.2,0.2
431.219011000,1.58098,0.4,0.4
430.700648000,1.57198,0.6,0
430.494313000,1.56684,0.2,0.2
430.469801000,1.57136,0.4,0.4
430.223692000,1.58384,0.6,0.6
430.326218000,1.56913,0.8,0
430.083660000,1.53584,0.2,0.2
429.769040000,1.51185,0.4,0.4
429.910606000,1.49693,0.6,0
429.458258000,1.47285,0.2,0
429.628241000,1.42485,0.2,0
429.487698000,1.38175,0.2,0
429.353267000,1.351,0.2,0
429.444051000,1.32276,0.2,0
428.414619000,1.31602,0.2,0
428.017311000,1.31094,0.2,0
428.861847000,1.31294,0.2,0
427.866591000,1.31498,0.2,0
