Network Latency, State, Optimal Action, Shielded Action 
436.052051000,0,0,0
438.517788000,0,0,0
437.122006000,0,0,0
0.228158000,0,0,0
0.440667000,0,0,0
0.062336000,0,0,0
0.062847000,0,0,0
0.059807000,0,0,0
0.060671000,0,0,0
0.059871000,0,0,0
0.063776000,0,0,0
0.060511000,0,0,0
0.060319000,0,0,0
0.068031000,0,0,0
0.060159000,0,0,0
0.061664000,0,0,0
0.061184000,0,0,0
0.059967000,0,0,0
0.063776000,0,0,0
0.076927000,0,0,0
0.059327000,0,0,0
0.061055000,0,0,0
0.059456000,0,0,0
0.059711000,0,0,0
0.060383000,0,0,0
0.059680000,0,0,0
0.059872000,0,0,0
0.060447000,0,0,0
0.061920000,0,0,0
0.054176000,0,0,0
0.062815000,0,0,0
0.064063000,0,0,0
0.060864000,0,0,0
0.063136000,0,0,0
0.141598000,0,0,0
0.061279000,0,0,0
0.160286000,0,0,0
0.060416000,0,0,0
0.059072000,0,0,0
0.059007000,0,0,0
0.059263000,0,0,0
0.060895000,0,0,0
0.066815000,0,0,0
0.060767000,0,0,0
0.065567000,0,0,0
0.061023000,0,0,0
0.059711000,0,0,0
0.060639000,0,0,0
0.061600000,0,0,0
0.059839000,0,0,0
0.060543000,0,0,0
0.061599000,0,0,0
0.040159000,0,0,0
0.077663000,0,0,0
0.100927000,0,0,0
0.101023000,0,0,0
0.104286000,0,0,0
0.058656000,0,0,0
0.060160000,0,0,0
0.056928000,0,0,0
0.061056000,0,0,0
0.060703000,0,0,0
0.064447000,0,0,0
0.061183000,0,0,0
0.061023000,0,0,0
0.095230000,0,0,0
0.061535000,0,0,0
0.058752000,0,0,0
0.060351000,0,0,0
0.058591000,0,0,0
0.098367000,0,0,0
0.087103000,0,0,0
0.060704000,0,0,0
0.060159000,0,0,0
0.061760000,0,0,0
0.061119000,0,0,0
0.059551000,0,0,0
0.058943000,0,0,0
0.061279000,0,0,0
0.048511000,0,0,0
0.060703000,0,0,0
0.059584000,0,0,0
0.060223000,0,0,0
0.061919000,0,0,0
0.060223000,0,0,0
0.053727000,0,0,0
0.096607000,0,0,0
0.060768000,0,0,0
0.058847000,0,0,0
0.059712000,0,0,0
0.063487000,0,0,0
0.103775000,0,0,0
0.106495000,0,0,0
0.102975000,0,0,0
0.103071000,0,0,0
0.096127000,0,0,0
0.099935000,0,0,0
0.092447000,0,0,0
0.125566000,0,0,0
0.065407000,0,0,0
0.099295000,0,0,0
0.051936000,0,0,0
0.041055000,0,0,0
0.108414000,0,0,0
0.112479000,0,0,0
0.112159000,0,0,0
0.113407000,0,0,0
0.102046000,0,0,0
0.103231000,0,0,0
0.063167000,0,0,0
0.059647000,0,0,0
0.060159000,0,0,0
0.139902000,0,0,0
0.063519000,0,0,0
0.062272000,0,0,0
0.063039000,0,0,0
0.061888000,0,0,0
0.062879000,0,0,0
0.061279000,0,0,0
0.064127000,0,0,0
0.125150000,0,0,0
0.061536000,0,0,0
193.648616000,-0.0223064,0,0
245.033047000,-0.0265846,0,0
298.149552000,-0.0230914,0,0
350.740912000,-0.0269008,0,0
392.796879000,-0.0186472,0,0
445.142802000,-0.0265846,0,0
442.890605000,-0.0217356,0,0
443.037034000,0.432905,0.2,0
442.659246000,0.465314,0.2,0
443.927678000,1.46093,0.2,0
442.642478000,1.45393,0.2,0
442.702318000,1.46185,0.2,0
442.529936000,1.45459,0.2,0
442.607982000,1.45485,0.2,0
442.349649000,0.560867,0.2,0
441.915958000,1.45385,0.2,0
442.297871000,1.45673,0.2,0
442.525708000,1.45485,0.2,0
442.036402000,1.45274,0.2,0
441.987315000,1.462,0.2,0
442.156624000,1.45819,0.2,0
441.867700000,1.46085,0.2,0
441.756501000,1.45374,0.2,0
441.646391000,1.46073,0.2,0
444.461524000,1.45573,0.2,0
441.684757000,1.45893,0.2,0
442.396395000,1.44459,0.2,0
441.831282000,1.45685,0.2,0
441.530164000,1.45759,0.2,0
441.959279000,1.45873,0.2,0
441.309784000,1.46173,0.2,0
440.630176000,1.45398,0.2,0
441.249912000,1.46158,0.2,0
442.039887000,1.45985,0.2,0
441.671346000,1.45398,0.2,0
441.556179000,1.45993,0.2,0
441.455443000,1.45885,0.2,0
441.037847000,1.45885,0.2,0
438.419031000,1.45385,0.2,0
439.592233000,1.45074,0.2,0
440.952248000,1.457,0.2,0
440.516734000,1.45493,0.2,0
440.729626000,1.45993,0.2,0
440.993208000,1.45493,0.2,0
440.113825000,1.45298,0.2,0
442.532164000,1.45493,0.2,0
