Network Latency, State, Optimal Action, Shielded Action 
435.265138000,0,0,0
435.195270000,0,0,0
436.813877000,0,0,0
0.062144000,0,0,0
0.059936000,0,0,0
0.059296000,0,0,0
0.062528000,0,0,0
0.060256000,0,0,0
0.044959000,0,0,0
0.106815000,0,0,0
0.186304000,0,0,0
0.067392000,0,0,0
0.072384000,0,0,0
0.062080000,0,0,0
0.059231000,0,0,0
0.061184000,0,0,0
0.062144000,0,0,0
0.060928000,0,0,0
0.121119000,0,0,0
0.066752000,0,0,0
0.070976000,0,0,0
0.065856000,0,0,0
0.072384000,0,0,0
0.074368000,0,0,0
0.068736000,0,0,0
0.068383000,0,0,0
0.073216000,0,0,0
0.075903000,0,0,0
0.073919000,0,0,0
0.074784000,0,0,0
0.078815000,0,0,0
0.072608000,0,0,0
0.052031000,0,0,0
0.065984000,0,0,0
0.085920000,0,0,0
0.075776000,0,0,0
0.077472000,0,0,0
0.087936000,0,0,0
0.081920000,0,0,0
0.083072000,0,0,0
0.070208000,0,0,0
0.073184000,0,0,0
0.081952000,0,0,0
0.059072000,0,0,0
0.042432000,0,0,0
0.067264000,0,0,0
0.092096000,0,0,0
0.084959000,0,0,0
0.068512000,0,0,0
0.064671000,0,0,0
0.086912000,0,0,0
0.063968000,0,0,0
0.084320000,0,0,0
0.082495000,0,0,0
0.077184000,0,0,0
0.080415000,0,0,0
0.085760000,0,0,0
0.093376000,0,0,0
0.072672000,0,0,0
0.045663000,0,0,0
0.072992000,0,0,0
0.083936000,0,0,0
0.071936000,0,0,0
0.078432000,0,0,0
0.061344000,0,0,0
0.075392000,0,0,0
0.084160000,0,0,0
0.074784000,0,0,0
0.073343000,0,0,0
0.060832000,0,0,0
0.084640000,0,0,0
0.061344000,0,0,0
0.078944000,0,0,0
0.064192000,0,0,0
0.262527000,0,0,0
0.113471000,0,0,0
0.065728000,0,0,0
0.080992000,0,0,0
0.071840000,0,0,0
0.078879000,0,0,0
0.085216000,0,0,0
0.072320000,0,0,0
0.078496000,0,0,0
0.086719000,0,0,0
0.058784000,0,0,0
0.075872000,0,0,0
0.071776000,0,0,0
0.089632000,0,0,0
0.062144000,0,0,0
0.075167000,0,0,0
0.073791000,0,0,0
0.086688000,0,0,0
0.073568000,0,0,0
0.057536000,0,0,0
0.061504000,0,0,0
0.048320000,0,0,0
0.075072000,0,0,0
0.083392000,0,0,0
0.079807000,0,0,0
0.126271000,0,0,0
0.080608000,0,0,0
