Network Latency 
123.514812000
74.406758000
130.091299000
80.458738000
122.451461000
172.673426000
125.728137000
173.241197000
124.407284000
172.013623000
123.817434000
173.132398000
123.897977000
172.179222000
122.339942000
172.596178000
124.174902000
172.312533000
124.054488000
171.129791000
123.285822000
174.391491000
126.366947000
170.168871000
121.184016000
171.336318000
121.954953000
171.171903000
121.881674000
172.347413000
123.440285000
172.380405000
123.844697000
170.270183000
121.281487000
171.740442000
123.403773000
170.561221000
122.260647000
170.474662000
120.727541000
170.059881000
123.176735000
170.681284000
120.418871000
169.852651000
120.219801000
170.437606000
122.896450000
169.484238000
119.469696000
170.122440000
121.166033000
170.399366000
121.165169000
170.183464000
120.565238000
170.446214000
122.419365000
170.111337000
121.741356000
170.643300000
120.664405000
169.970410000
119.181953000
169.980906000
120.523478000
169.582221000
119.202241000
170.221864000
120.332600000
169.442607000
120.142778000
169.406607000
120.491798000
170.170728000
121.410094000
170.063241000
120.407287000
169.633997000
119.519839000
168.482007000
119.396672000
169.021554000
119.675613000
169.891082000
120.723125000
168.990483000
121.067185000
167.699230000
119.093955000
169.021714000
118.054763000
168.871892000
121.567182000
169.314832000
120.366808000
169.526894000
120.078394000
168.822420000
118.496039000
168.688629000
121.203312000
168.850612000
118.853253000
167.670430000
118.861669000
168.254521000
119.235842000
168.525462000
117.511056000
168.243673000
118.782757000
168.694965000
120.099290000
167.135075000
117.803438000
167.724413000
117.722671000
167.880349000
117.822862000
167.080451000
119.475455000
167.241154000
116.731383000
167.456000000
119.743325000
168.461559000
129.875910000
170.228552000
112.888697000
167.780093000
119.664574000
167.650814000
119.874844000
166.631175000
116.757239000
166.406345000
117.384241000
166.771974000
119.245666000
165.871278000
116.665368000
167.137538000
118.657863000
165.267283000
116.491546000
166.199403000
116.814551000
165.648271000
116.316827000
166.707879000
117.426225000
167.209570000
118.593639000
167.039011000
118.200362000
166.288970000
118.530280000
167.322945000
118.282122000
166.897637000
117.824206000
165.764879000
116.345147000
165.169395000
116.809463000
165.609296000
114.626378000
164.510297000
114.234093000
166.311690000
116.292091000
165.153908000
116.391130000
166.462248000
116.506554000
165.879949000
115.111141000
165.898094000
116.989941000
165.002197000
115.480483000
165.878222000
116.113181000
168.932147000
121.860459000
165.030197000
113.615443000
165.588720000
115.284228000
165.084980000
115.804223000
163.617793000
116.415162000
164.557145000
114.568042000
165.133684000
115.708928000
164.823223000
110.853546000
165.240276000
114.645577000
164.822327000
116.666360000
165.477233000
114.784585000
165.164980000
116.563065000
165.770159000
116.674840000
163.967486000
115.216132000
164.614169000
115.183493000
162.747625000
114.393164000
164.629913000
116.108541000
164.391579000
114.941159000
164.699768000
114.347020000
163.569922000
115.437155000
165.579985000
116.643865000
164.193757000
115.289156000
164.106685000
114.875559000
164.765304000
116.404763000
164.931062000
116.831127000
164.767991000
115.551746000
164.168349000
114.384428000
165.505777000
116.101917000
163.776064000
114.143726000
164.116989000
114.917031000
164.653049000
115.119398000
162.687338000
114.016175000
162.147087000
113.684050000
164.508954000
114.934311000
165.050742000
116.878487000
163.362788000
115.018918000
164.176445000
114.845032000
163.532739000
114.073967000
165.424786000
115.771904000
163.671809000
114.201261000
163.423619000
116.543354000
164.337628000
114.125806000
162.887624000
113.241718000
162.683050000
113.506068000
164.194492000
114.872936000
164.253213000
114.547627000
164.019486000
114.817768000
163.915199000
114.271885000
162.376589000
114.830952000
163.062823000
114.676010000
164.502682000
114.306540000
164.876951000
115.701633000
164.399099000
113.719922000
163.918080000
114.362924000
163.787809000
114.855752000
163.640226000
114.314668000
164.342108000
113.970288000
164.026078000
114.859624000
161.961520000
114.620234000
164.086494000
113.745009000
163.970207000
114.302157000
164.608954000
114.959847000
164.191837000
113.680658000
162.657579000
114.293933000
162.446860000
114.421516000
163.946111000
113.918448000
162.536555000
113.889201000
163.983935000
114.432268000
161.218007000
114.197518000
164.526714000
115.922686000
163.806432000
114.220462000
162.287758000
113.523251000
162.889512000
114.003183000
163.717249000
114.002480000
163.281509000
113.744786000
161.739890000
113.793233000
163.371140000
114.162735000
163.081767000
113.294550000
163.698945000
113.536180000
162.455532000
113.975119000
162.608811000
115.435619000
163.725729000
113.474772000
162.296014000
113.973616000
163.787489000
114.354668000
163.841408000
114.190126000
163.265701000
113.793266000
163.340933000
113.887889000
163.658178000
113.720690000
161.809137000
113.717683000
161.607699000
113.979088000
163.691617000
113.657106000
162.109519000
113.800082000
163.771681000
112.794778000
162.756010000
113.507603000
163.280357000
114.048175000
163.428708000
112.131776000
162.293357000
113.613427000
161.818802000
112.750298000
161.615827000
113.412565000
160.724219000
113.443029000
162.743977000
113.217623000
162.449420000
113.020856000
161.459285000
113.304886000
163.238278000
114.025968000
161.782418000
112.548189000
162.608843000
114.259886000
162.737034000
113.460180000
162.734538000
114.661290000
