State, Optimal Action, Shielded Action 
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.91824,0.2,0.2
4.25867,0.4,0.4
4.19727,0.6,0.6
4.11196,0.8,0.8
4.07385,1,1
4.06597,1,1
4.071,1,1
4.07163,1,1
4.07064,1,1
4.09795,1,1
4.17592,1,1
4.27944,1,1
4.38596,1,1
4.49631,1,1
4.61722,1,1
4.73281,1,1
4.82378,1,1
4.87877,1,1
4.888,1,1
4.88156,1,1
4.88285,1,1
4.88521,1,1
4.88077,1,1
4.8798,1,1
4.8858,1,1
4.87456,1,1
4.88423,1,1
4.88685,1,1
4.88177,1,1
4.88485,1,1
4.88323,1,1
4.88385,1,1
4.8828,1,1
4.88577,1,1
4.88959,1,1
4.8848,1,1
4.88456,1,1
4.88621,1,1
4.88421,1,1
4.88995,1,1
4.88821,1,1
4.8848,1,1
4.88785,1,1
4.88523,1,1
4.884,1,1
4.87985,1,1
4.88595,1,1
4.88685,1,1
4.88277,1,1
4.88559,1,1
4.88685,1,1
4.88521,1,1
4.88277,1,1
4.8498,1,1
4.76364,1,1
