State, Optimal Action, Shielded Action 
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.35883,0.4,0
4.35742,0.4,0
4.36341,0.4,0
4.36541,0.4,0
4.35842,0.4,0
4.36383,0.4,0
4.35742,0.4,0
4.35342,0.4,0
4.36341,0.4,0
4.36041,0.4,0
4.35883,0.4,0
4.35883,0.4,0
4.35742,0.4,0
4.36417,0.4,0
4.36583,0.4,0
4.35742,0.4,0
4.35742,0.4,0
4.35917,0.4,0
4.35642,0.4,0
4.35642,0.4,0
4.36042,0.4,0
4.36341,0.4,0
4.36341,0.4,0
4.35742,0.4,0
4.35842,0.4,0
4.35989,0.4,0
4.36141,0.4,0
4.35741,0.4,0
4.35842,0.4,0
4.35742,0.4,0
4.35042,0.4,0
4.36941,0.4,0
4.36017,0.4,0
4.36616,0.4,0
4.3674,0.4,0
4.35742,0.4,0
4.36541,0.4,0
4.36341,0.4,0
4.35842,0.4,0
4.36929,0.4,0
4.36741,0.4,0
4.36441,0.4,0
4.36241,0.4,0
4.36541,0.4,0
4.36217,0.4,0
4.35442,0.4,0
4.35742,0.4,0
4.36341,0.4,0
4.36541,0.4,0
4.36241,0.4,0
4.36241,0.4,0
4.35917,0.4,0
4.35842,0.4,0
4.35883,0.4,0
4.36283,0.4,0
4.35941,0.4,0
4.35742,0.4,0
4.36541,0.4,0
4.36241,0.4,0
4.36417,0.4,0
4.36529,0.4,0
4.35883,0.4,0
4.36683,0.4,0
4.35941,0.4,0
4.36141,0.4,0
4.36041,0.4,0
4.35983,0.4,0
4.35242,0.4,0
4.36589,0.4,0
4.36417,0.4,0
4.35742,0.4,0
4.35242,0.4,0
4.36629,0.4,0
4.35883,0.4,0
4.36141,0.4,0
4.36683,0.4,0
4.35742,0.4,0
4.35742,0.4,0
4.35842,0.4,0
4.36389,0.4,0
4.35842,0.4,0
4.36789,0.4,0
4.36229,0.4,0
4.35817,0.4,0
4.36517,0.4,0
4.3596,0.4,0
4.36129,0.4,0
