State, Optimal Action, Shielded Action 
4.36441,0.8,0.8
4.35742,0.8,0.8
4.34942,0.8,0.8
4.36042,0.8,0.8
4.35842,0.8,0.8
4.36741,0.8,0.8
4.36042,0.8,0.8
4.35742,0.8,0.8
4.35617,0.8,0.8
4.36483,0.8,0.8
4.36441,0.8,0.8
4.36017,0.8,0.8
4.35842,0.8,0.8
4.35883,0.8,0.8
4.35942,0.8,0.8
4.35917,0.8,0.8
4.36341,0.8,0.8
4.36241,0.8,0.8
4.35917,0.8,0.8
4.36041,0.8,0.8
4.35842,0.8,0.8
4.36517,0.8,0.8
4.36042,0.8,0.8
4.35917,0.8,0.8
4.35842,0.8,0.8
4.36029,0.8,0.8
4.35942,0.8,0.8
4.35983,0.8,0.8
4.36441,0.8,0.8
4.35917,0.8,0.8
4.35917,0.8,0.8
4.36389,0.8,0.8
4.35942,0.8,0.8
4.35842,0.8,0.8
4.36417,0.8,0.8
4.35983,0.8,0.8
4.36189,0.8,0.8
4.36283,0.8,0.8
4.36541,0.8,0.8
4.36141,0.8,0.8
4.36683,0.8,0.8
4.36389,0.8,0.8
4.36042,0.8,0.8
4.35817,0.8,0.8
4.35617,0.8,0.8
4.36183,0.8,0.8
4.36141,0.8,0.8
4.35842,0.8,0.8
4.35742,0.8,0.8
4.36141,0.8,0.8
4.36141,0.8,0.8
4.36541,0.8,0.8
4.35742,0.8,0.8
4.35942,0.8,0.8
4.35742,0.8,0.8
4.36141,0.8,0.8
4.35642,0.8,0.8
4.36141,0.8,0.8
4.35742,0.8,0.8
4.3616,0.8,0.8
4.36841,0.8,0.8
4.36141,0.8,0.8
4.35842,0.8,0.8
4.35242,0.8,0.8
4.36741,0.8,0.8
4.35742,0.8,0.8
4.36017,0.8,0.8
4.36341,0.8,0.8
4.36441,0.8,0.8
4.35983,0.8,0.8
4.35917,0.8,0.8
4.35542,0.8,0.8
4.35917,0.8,0.8
4.35583,0.8,0.8
4.36241,0.8,0.8
4.36541,0.8,0.8
4.36241,0.8,0.8
4.35842,0.8,0.8
4.35742,0.8,0.8
4.36289,0.8,0.8
4.35641,0.8,0.8
4.35284,0.8,0.8
4.36317,0.8,0.8
4.35242,0.8,0.8
4.35817,0.8,0.8
4.36029,0.8,0.8
4.35842,0.8,0.8
4.35983,0.8,0.8
4.35642,0.8,0.8
4.36141,0.8,0.8
4.36541,0.8,0.8
4.36417,0.8,0.8
4.36841,0.8,0.8
4.35817,0.8,0.8
4.36241,0.8,0.8
4.36083,0.8,0.8
4.36683,0.8,0.8
4.35742,0.8,0.8
4.36042,0.8,0.8
4.35989,0.8,0.8
4.36141,0.8,0.8
4.35842,0.8,0.8
4.36541,0.8,0.8
4.35989,0.8,0.8
4.36283,0.8,0.8
4.36089,0.8,0.8
4.35983,0.8,0.8
4.35642,0.8,0.8
4.36017,0.8,0.8
4.36241,0.8,0.8
4.36389,0.8,0.8
4.35842,0.8,0.8
4.36541,0.8,0.8
4.35842,0.8,0.8
4.36441,0.8,0.8
4.35242,0.8,0.8
4.36541,0.8,0.8
4.35642,0.8,0.8
4.35842,0.8,0.8
4.35583,0.8,0.8
4.35942,0.8,0.8
4.36641,0.8,0.8
4.36141,0.8,0.8
4.36517,0.8,0.8
4.36041,0.8,0.8
4.35017,0.8,0.8
4.35842,0.8,0.8
4.35941,0.8,0.8
4.36517,0.8,0.8
4.35317,0.8,0.8
4.36241,0.8,0.8
4.36217,0.8,0.8
4.36441,0.8,0.8
4.36042,0.8,0.8
4.36283,0.8,0.8
4.36241,0.8,0.8
4.36317,0.8,0.8
4.36716,0.8,0.8
4.36541,0.8,0.8
4.35842,0.8,0.8
4.36141,0.8,0.8
4.36183,0.8,0.8
4.36117,0.8,0.8
4.36389,0.8,0.8
4.36217,0.8,0.8
4.36017,0.8,0.8
4.35442,0.8,0.8
4.32744,0.8,0.8
4.25488,0.8,0.8
4.16994,0.8,0.8
4.07663,0.8,0.8
3.99598,0.8,0.8
3.89901,0.8,0.8
3.8185,0.8,0.8
3.73037,0.8,0.8
3.65046,0.8,0.8
3.56856,0.8,0.8
3.47242,0.8,0.8
3.39176,0.8,0.8
3.30707,0.8,0.8
3.21436,0.8,0.8
3.13891,0.8,0.8
3.05542,0.8,0.8
2.97248,0.8,0.8
2.88056,0.8,0.8
2.79824,0.8,0.8
2.71739,0.8,0.8
2.63174,0.8,0.8
2.54682,0.8,0.8
2.4573,0.8,0.8
2.37267,0.8,0.8
2.2947,0.8,0.8
2.19867,0.8,0.8
2.12635,0.8,0.8
2.0448,0.8,0.8
1.95843,0.8,0
1.87391,0.4,0.4
1.78813,0.8,0.8
1.73151,0.8,0.8
1.68106,0.8,0.8
1.62442,0.8,0
1.5433,0.4,0.4
1.46298,0.8,0
1.39639,0.4,0
1.35042,0.4,0
1.33631,0.4,0
1.33332,0.4,0
1.33043,0.4,0
1.3337,0.4,0
1.34065,0.4,0
1.33442,0.4,0
1.34177,0.4,0
1.3385,0.4,0
1.33381,0.4,0
1.33384,0.4,0
1.33186,0.4,0
1.33539,0.4,0
1.33271,0.4,0
1.33583,0.4,0
1.33781,0.4,0
1.33599,0.4,0
1.33254,0.4,0
1.33252,0.4,0
1.33384,0.4,0
1.33707,0.4,0
1.3337,0.4,0
1.33646,0.4,0
1.33397,0.4,0
1.33253,0.4,0
1.33877,0.4,0
1.3365,0.4,0
1.3337,0.4,0
1.33442,0.4,0
1.33681,0.4,0
1.3365,0.4,0
1.33186,0.4,0
1.33681,0.4,0
1.33713,0.4,0
1.33469,0.4,0
1.33979,0.4,0
1.3398,0.4,0
1.33453,0.4,0
1.33929,0.4,0
1.33867,0.4,0
1.33186,0.4,0
1.33916,0.4,0
1.3311,0.4,0
1.33484,0.4,0
1.33698,0.4,0
1.33578,0.4,0
1.3378,0.4,0
1.33797,0.4,0
1.33829,0.4,0
1.33881,0.4,0
1.33055,0.4,0
1.33668,0.4,0
1.33382,0.4,0
1.33653,0.4,0
1.33451,0.4,0
1.33399,0.4,0
1.33271,0.4,0
1.33332,0.4,0
1.33583,0.4,0
1.33949,0.4,0
1.33508,0.4,0
1.33816,0.4,0
1.33952,0.4,0
1.33929,0.4,0
1.33332,0.4,0
1.33469,0.4,0
1.33469,0.4,0
1.33569,0.4,0
1.33399,0.4,0
1.33469,0.4,0
1.33551,0.4,0
1.33797,0.4,0
1.33542,0.4,0
1.32987,0.4,0
1.33378,0.4,0
1.33001,0.4,0
1.33849,0.4,0
1.33271,0.4,0
1.3398,0.4,0
1.33581,0.4,0
1.33384,0.4,0
1.33384,0.4,0
1.33849,0.4,0
1.3337,0.4,0
1.33432,0.4,0
1.33552,0.4,0
1.33569,0.4,0
1.33905,0.4,0
1.33484,0.4,0
1.33481,0.4,0
1.33233,0.4,0
1.33531,0.4,0
1.33905,0.4,0
1.33767,0.4,0
1.3375,0.4,0
1.33724,0.4,0
1.33351,0.4,0
1.3365,0.4,0
1.33353,0.4,0
1.33531,0.4,0
1.3373,0.4,0
1.33499,0.4,0
1.33599,0.4,0
1.33271,0.4,0
1.33945,0.4,0
1.33233,0.4,0
1.33551,0.4,0
1.33182,0.4,0
1.33681,0.4,0
1.3368,0.4,0
1.33801,0.4,0
1.33682,0.4,0
1.33631,0.4,0
1.33905,0.4,0
1.33432,0.4,0
1.33453,0.4,0
1.33354,0.4,0
1.33767,0.4,0
1.33484,0.4,0
1.34048,0.4,0
1.33682,0.4,0
1.33951,0.4,0
1.32856,0.4,0
1.33484,0.4,0
1.33551,0.4,0
1.33469,0.4,0
1.33552,0.4,0
1.33607,0.4,0
1.33641,0.4,0
1.33508,0.4,0
1.33186,0.4,0
1.33583,0.4,0.4
1.33508,0.8,0
1.33254,0.4,0
1.33282,0.4,0
1.33384,0.4,0.4
1.33531,0.8,0
1.33353,0.4,0.4
1.33682,0.8,0
1.33668,0.4,0.4
1.33481,0.8,0
1.33552,0.4,0.4
1.33681,0.8,0
1.333,0.4,0.4
1.33055,0.8,0
1.33469,0.4,0.4
1.3311,0.8,0
1.33134,0.4,0.4
1.33639,0.8,0
1.33897,0.4,0.4
1.33641,0.8,0
1.33072,0.4,0.4
1.33254,0.8,0
1.3375,0.4,0.4
1.33484,0.8,0
1.33641,0.4,0.4
1.3358,0.8,0
1.33508,0.4,0.4
1.33484,0.8,0
1.3337,0.4,0.4
1.33583,0.8,0
1.33508,0.4,0.4
1.33481,0.8,0
