State, Optimal Action, Shielded Action 
4.35641,0.8,0.8
4.27444,0.8,0.8
4.16632,0.8,0.8
4.09233,0.8,0.8
4.00635,0.8,0.8
3.92164,0.8,0.8
3.82184,0.8,0.8
3.70196,0.8,0.8
3.645,0.8,0.8
3.53896,0.8,0.8
3.46586,0.8,0.8
3.38329,0.8,0.8
7.49215,0.8,0.8
1.61181,0.8,0
1.49762,0.4,0
1.3987,0.4,0
1.30887,0.4,0
2.67097,0.4,0.4
2.70789,0.8,0.8
2.00269,0.8,0.8
1.91067,0.8,0
1.83905,0.4,0
1.78666,0.4,0
1.69272,0.4,0.4
1.59797,0.8,0.8
1.50117,0.8,0
1.41016,0.4,0
1.33399,0.4,0
1.21728,0.4,0
1.15251,0.4,0
1.06237,0.4,0
1.02715,0.4,0
0.98441,0.4,0
1.00031,0.4,0
0.994072,0.4,0
1.01045,0.4,0
1.01949,0.4,0
1.03186,0.4,0
1.04203,0.4,0
1.15036,0.4,0
1.18789,0.4,0
1.29755,0.4,0
1.32755,0.4,0
1.40637,0.4,0
1.46872,0.4,0
1.53598,0.4,0.4
1.60794,0.8,0.8
1.66198,0.8,0
1.74766,0.4,0.4
1.83655,0.8,0
1.86705,0.4,0.4
2.33938,0.8,0.8
2.42042,0.8,0.8
2.14929,0.8,0.8
2.19134,0.8,0.8
2.31184,0.8,0.8
2.36071,0.8,0.8
2.47725,0.8,0.8
2.90005,0.8,0.8
2.90551,0.8,0.8
2.99972,0.8,0.8
3.08757,0.8,0.8
3.16744,0.8,0.8
3.18142,0.8,0.8
3.1914,0.8,0.8
3.18541,0.8,0.8
3.18441,0.8,0.8
3.18142,0.8,0.8
3.18441,0.8,0.8
3.18441,0.8,0.8
3.18923,0.8,0.8
3.17443,0.8,0.8
3.16527,0.8,0.8
3.10997,0.8,0.8
2.70142,0.8,0.8
2.49435,0.8,0.8
2.37094,0.8,0.8
2.82555,0.8,0.8
2.70889,0.8,0.8
1.01921,0.8,0
0.924067,0.4,0
0.818727,0.4,0
0.703884,0.4,0
0.618303,0.4,0
0.597707,0.4,0
0.628711,0.4,0
0.754058,0.4,0
0.834296,0.4,0
2.60979,0.4,0.4
2.67589,0.8,0.8
2.74411,0.8,0.8
2.74566,0.8,0.8
2.68563,0.8,0.8
2.58464,0.8,0.8
2.59125,0.8,0.8
2.49518,0.8,0.8
2.36636,0.8,0.8
2.26045,0.8,0.8
2.14886,0.8,0.8
2.04365,0.8,0.8
1.95287,0.8,0
1.85555,0.4,0
1.75762,0.4,0
1.66386,0.4,0.4
1.57501,0.8,0.8
1.47556,0.8,0
1.37461,0.4,0
1.29853,0.4,0
1.1872,0.4,0
1.07959,0.4,0
5.20365,0.4,0.4
4.58025,0.8,0.8
4.44911,0.8,0.8
3.33403,0.8,0.8
3.20721,0.8,0.8
3.12575,0.8,0.8
3.00786,0.8,0.8
2.90454,0.8,0.8
2.80012,0.8,0.8
2.7106,0.8,0.8
2.60301,0.8,0.8
2.48971,0.8,0.8
2.38209,0.8,0.8
2.28439,0.8,0.8
2.18162,0.8,0.8
2.04978,0.8,0.8
3.54209,0.8,0.8
3.44388,0.8,0.8
2.35275,0.8,0.8
2.2665,0.8,0.8
2.09126,0.8,0.8
2.05078,0.8,0.8
1.86695,0.8,0
1.5857,0.4,0
1.47547,0.4,0
1.35837,0.4,0
1.23142,0.4,0
1.33001,0.4,0
1.21772,0.4,0
1.11425,0.4,0
1.00975,0.4,0
0.935915,0.4,0
1.8925,0.4,0.4
1.79085,0.8,0.8
1.67823,0.8,0
1.58336,0.4,0.4
1.46961,0.8,0
1.37128,0.4,0
1.26398,0.4,0
1.15991,0.4,0
1.09984,0.4,0
1.08369,0.4,0
1.07761,0.4,0
1.08914,0.4,0
1.08454,0.4,0
1.08864,0.4,0
1.09161,0.4,0
1.09642,0.4,0
1.09303,0.4,0
1.08864,0.4,0
1.08963,0.4,0
1.08652,0.4,0
1.09642,0.4,0
1.09131,0.4,0
1.09608,0.4,0
1.09924,0.4,0
1.0786,0.4,0
1.09048,0.4,0
1.08864,0.4,0
1.09131,0.4,0
1.08735,0.4,0
1.09329,0.4,0
1.09147,0.4,0
1.09113,0.4,0
1.0941,0.4,0
1.08751,0.4,0
1.09329,0.4,0
1.08256,0.4,0
1.09686,0.4,0
1.0923,0.4,0
1.08666,0.4,0
1.09048,0.4,0
1.08864,0.4,0
1.0827,0.4,0
1.0885,0.4,0
1.09462,0.4,0
1.09345,0.4,0
1.08553,0.4,0
1.09161,0.4,0
1.09707,0.4,0
1.08666,0.4,0
1.09785,0.4,0
1.11662,0.4,0
1.18445,0.4,0
1.28703,0.4,0
1.39794,0.4,0
1.51027,0.4,0.4
1.6172,0.8,0.8
1.73665,0.8,0
1.83606,0.4,0.4
1.93613,0.8,0
0.937889,0.4,0
1.03534,0.4,0
1.12415,0.4,0
2.29203,0.4,0.4
2.39208,0.8,0.8
2.50185,0.8,0.8
2.60325,0.8,0.8
2.69116,0.8,0.8
2.80244,0.8,0.8
2.90051,0.8,0.8
3.00787,0.8,0.8
3.10297,0.8,0.8
3.19297,0.8,0.8
3.24897,0.8,0.8
3.26087,0.8,0.8
3.264,0.8,0.8
3.26597,0.8,0.8
3.263,0.8,0.8
3.26186,0.8,0.8
3.27597,0.8,0.8
3.32086,0.8,0.8
3.38997,0.8,0.8
3.45843,0.8,0.8
3.54367,0.8,0.8
3.6394,0.8,0.8
3.73312,0.8,0.8
-0.403974,0,0
-0.303026,0,0
-0.199341,0,0
4.12883,0.4,0.4
4.2247,0.8,0.8
2.75815,0.8,0.8
2.88607,0.8,0.8
2.89724,0.8,0.8
3.07413,0.8,0.8
3.07971,0.8,0.8
3.19747,0.8,0.8
4.42437,0.8,0.8
0.592553,0.8,0
0.67173,0.4,0
0.742345,0.4,0
0.807958,0.4,0
0.871989,0.4,0
0.934954,0.4,0
1.01095,0.4,0
1.07699,0.4,0
1.15499,0.4,0
1.2233,0.4,0
1.30045,0.4,0
1.36734,0.4,0
1.43179,0.4,0
1.49518,0.4,0
1.54848,0.4,0.4
1.62673,0.8,0.8
1.70015,0.8,0
1.77868,0.4,0.4
1.83056,0.8,0
1.898,0.4,0.4
1.95886,0.8,0.8
2.02498,0.8,0.8
2.07375,0.8,0.8
2.12051,0.8,0.8
2.197,0.8,0.8
2.28885,0.8,0.8
2.39898,0.8,0.8
2.51749,0.8,0.8
2.58883,0.8,0.8
2.68721,0.8,0.8
2.77979,0.8,0.8
2.85638,0.8,0.8
2.97375,0.8,0.8
3.0666,0.8,0.8
3.16902,0.8,0.8
3.2856,0.8,0.8
3.37997,0.8,0.8
3.48141,0.8,0.8
3.55234,0.8,0.8
3.66445,0.8,0.8
3.76733,0.8,0.8
3.84224,0.8,0.8
8.19892,0.8,0.8
8.30427,0.8,0.8
8.403,0.8,0.8
8.50366,0.8,0.8
8.59888,0.8,0.8
8.68623,0.8,0.8
8.79091,0.8,0.8
8.89,0.8,0.8
8.98921,0.8,0.8
9.09264,0.8,0.8
9.17356,0.8,0.8
9.27554,0.8,0.8
9.37017,0.8,0.8
9.48091,0.8,0.8
9.57291,0.8,0.8
9.63762,0.8,0.8
9.76162,0.8,0.8
9.85246,0.8,0.8
9.9469,0.8,0.8
10.0426,0.8,0.8
10.1466,0.8,0.8
10.2411,0.8,0.8
10.3299,0.8,0.8
10.4266,0.8,0.8
10.5244,0.8,0.8
10.6211,0.8,0.8
10.7236,0.8,0.8
10.8166,0.8,0.8
10.9276,0.8,0.8
11.015,0.8,0.8
11.1023,0.8,0.8
11.192,0.8,0.8
11.2946,0.8,0.8
11.3946,0.8,0.8
11.488,0.8,0.8
11.5919,0.8,0.8
11.686,0.8,0.8
11.7745,0.8,0.8
11.8819,0.8,0.8
11.9729,0.8,0.8
12.0699,0.8,0.8
12.1569,0.8,0.8
12.252,0.8,0.8
12.3395,0.8,0.8
12.4409,0.8,0.8
12.5229,0.8,0.8
12.5939,0.8,0.8
12.6029,0.8,0.8
12.6185,0.8,0.8
12.6175,0.8,0.8
12.6129,0.8,0.8
12.5975,0.8,0.8
12.6139,0.8,0.8
12.5909,0.8,0.8
12.714,0.8,0.8
12.8299,0.8,0.8
12.9209,0.8,0.8
13.0249,0.8,0.8
13.1555,0.8,0.8
13.2675,0.8,0.8
13.3658,0.8,0.8
13.4745,0.8,0.8
13.5749,0.8,0.8
13.6585,0.8,0.8
13.7045,0.8,0.8
13.7278,0.8,0.8
13.7409,0.8,0.8
13.7449,0.8,0.8
13.7345,0.8,0.8
13.7458,0.8,0.8
13.7468,0.8,0.8
13.7325,0.8,0.8
13.7489,0.8,0.8
13.7299,0.8,0.8
13.727,0.8,0.8
13.7278,0.8,0.8
13.7438,0.8,0.8
13.7359,0.8,0.8
13.7338,0.8,0.8
13.7435,0.8,0.8
13.7278,0.8,0.8
13.7419,0.8,0.8
13.7405,0.8,0.8
13.7358,0.8,0.8
13.7429,0.8,0.8
13.7389,0.8,0.8
13.7218,0.8,0.8
13.7338,0.8,0.8
13.7298,0.8,0.8
13.7399,0.8,0.8
13.7425,0.8,0.8
13.7368,0.8,0.8
13.7405,0.8,0.8
13.7368,0.8,0.8
13.7455,0.8,0.8
13.7349,0.8,0.8
13.7315,0.8,0.8
13.7308,0.8,0.8
13.7479,0.8,0.8
13.7268,0.8,0.8
13.7508,0.8,0.8
13.7389,0.8,0.8
13.7318,0.8,0.8
13.7318,0.8,0.8
13.7438,0.8,0.8
13.7499,0.8,0.8
13.74,0.8,0.8
13.7389,0.8,0.8
13.739,0.8,0.8
13.7445,0.8,0.8
13.7278,0.8,0.8
13.7455,0.8,0.8
13.747,0.8,0.8
13.7515,0.8,0.8
13.7825,0.8,0.8
13.8325,0.8,0.8
13.9329,0.8,0.8
8.131,0.8,0.8
14.157,0.8,0.8
14.2499,0.8,0.8
8.40893,0.8,0.8
14.4539,0.8,0.8
14.5644,0.8,0.8
14.6694,0.8,0.8
14.765,0.8,0.8
14.8649,0.8,0.8
14.9734,0.8,0.8
15.1084,0.8,0.8
15.2034,0.8,0.8
19.515,0.8,0.8
15.3874,0.8,0.8
15.4748,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
15.7654,0.8,0.8
15.8704,0.8,0.8
15.954,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
16.4388,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
10.4441,0.8,0.8
16.9373,0.8,0.8
19.515,0.8,0.8
10.7363,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
13.2428,0.8,0.8
13.2558,0.8,0.8
6.24095,0.8,0.8
13.1868,0.8,0.8
13.1129,0.8,0.8
12.9989,0.8,0.8
12.9029,0.8,0.8
12.7989,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
15.7574,0.8,0.8
15.6244,0.8,0.8
15.5064,0.8,0.8
15.4194,0.8,0.8
19.515,0.8,0.8
19.515,0.8,0.8
15.1374,0.8,0.8
15.0254,0.8,0.8
14.9104,0.8,0.8
14.8017,0.8,0.8
14.683,0.8,0.8
14.5829,0.8,0.8
14.4684,0.8,0.8
14.3727,0.8,0.8
2.34976,0.8,0.8
2.25861,0.8,0.8
2.14213,0.8,0.8
2.0488,0.8,0.8
1.93996,0.8,0
1.83398,0.4,0
13.6825,0.4,0.4
4.48032,0.8,0.8
4.27444,0.8,0.8
4.15762,0.8,0.8
4.05551,0.8,0.8
3.95764,0.8,0.8
3.85696,0.8,0.8
3.76265,0.8,0.8
3.6574,0.8,0.8
3.54309,0.8,0.8
3.43811,0.8,0.8
3.33976,0.8,0.8
3.23336,0.8,0.8
3.13836,0.8,0.8
3.03218,0.8,0.8
2.31365,0.8,0.8
2.20729,0.8,0.8
2.71517,0.8,0.8
2.60959,0.8,0.8
2.48923,0.8,0.8
2.39661,0.8,0.8
2.27112,0.8,0.8
2.19309,0.8,0.8
2.08191,0.8,0.8
1.98534,0.8,0
1.87652,0.4,0
1.77768,0.4,0
1.66781,0.4,0.4
1.56266,0.8,0.8
10.7601,0.8,0.8
4.39639,0.8,0.8
4.20372,0.8,0.8
4.06885,0.8,0.8
3.93698,0.8,0.8
3.78631,0.8,0.8
3.65246,0.8,0.8
3.49581,0.8,0.8
3.38097,0.8,0.8
3.22435,0.8,0.8
3.12551,0.8,0.8
2.96792,0.8,0.8
2.86212,0.8,0.8
2.71456,0.8,0.8
2.61178,0.8,0.8
2.48524,0.8,0.8
2.32979,0.8,0.8
2.21128,0.8,0.8
2.08882,0.8,0.8
1.98035,0.8,0
1.87391,0.4,0
1.74859,0.4,0
1.64225,0.4,0.4
1.51325,0.8,0.8
1.40322,0.8,0
1.66414,0.4,0.4
3.743,0.8,0.8
3.68564,0.8,0.8
3.57465,0.8,0.8
3.47766,0.8,0.8
3.36899,0.8,0.8
3.2679,0.8,0.8
3.16544,0.8,0.8
7.31739,0.8,0.8
7.16472,0.8,0.8
5.51529,0.8,0.8
5.41164,0.8,0.8
5.30108,0.8,0.8
5.19644,0.8,0.8
5.09572,0.8,0.8
4.99495,0.8,0.8
4.8928,0.8,0.8
6.34243,0.8,0.8
2.05576,0.8,0.8
1.92892,0.8,0
1.80452,0.4,0
1.67176,0.4,0
1.57988,0.4,0.4
1.47359,0.8,0
1.3647,0.4,0
1.25919,0.4,0
1.20248,0.4,0
1.11052,0.4,0
0.992597,0.4,0
0.905447,0.4,0
3.51186,0.4,0.4
3.3875,0.8,0.8
3.2881,0.8,0.8
3.19539,0.8,0.8
3.12151,0.8,0.8
2.67423,0.8,0.8
2.89905,0.8,0.8
2.48224,0.8,0.8
2.36653,0.8,0.8
2.25655,0.8,0.8
2.16164,0.8,0.8
2.0458,0.8,0.8
1.98035,0.8,0
1.87604,0.4,0
1.76452,0.4,0
1.91693,0.4,0.4
1.83498,0.8,0.8
1.72155,0.8,0
3.2078,0.4,0.4
2.08891,0.8,0.8
1.95587,0.8,0
1.66514,0.4,0.4
1.5668,0.8,0
1.4753,0.4,0
1.35022,0.4,0
1.42025,0.4,0
1.31419,0.4,0
1.1911,0.4,0
1.09358,0.4,0
0.997893,0.4,0
2.03301,0.4,0.4
1.87092,0.8,0.8
1.75457,0.8,0
1.66116,0.4,0.4
1.5535,0.8,0
1.45495,0.4,0
1.3486,0.4,0
1.2326,0.4,0
1.13871,0.4,0
1.03633,0.4,0
0.925906,0.4,0
0.83679,0.4,0
0.727382,0.4,0
0.61768,0.4,0
0.525957,0.4,0
0.466154,0.4,0
0.446246,0.4,0
0.444556,0.4,0
0.47988,0.4,0
0.551065,0.4,0
0.644398,0.4,0
0.757718,0.4,0
0.863682,0.4,0
0.961961,0.4,0
1.06318,0.4,0
1.16412,0.4,0
1.27014,0.4,0
1.36433,0.4,0
1.45673,0.4,0
1.56294,0.4,0.4
1.66356,0.8,0.8
1.75158,0.8,0
1.852,0.4,0.4
1.94648,0.8,0
2.05195,0.4,0.4
2.15944,0.8,0.8
2.253,0.8,0.8
2.34577,0.8,0.8
2.43759,0.8,0.8
2.54289,0.8,0.8
2.64075,0.8,0.8
2.737,0.8,0.8
2.82297,0.8,0.8
2.93597,0.8,0.8
3.03,0.8,0.8
3.116,0.8,0.8
3.22987,0.8,0.8
3.323,0.8,0.8
3.41786,0.8,0.8
3.52086,0.8,0.8
3.62262,0.8,0.8
3.72318,0.8,0.8
3.81937,0.8,0.8
3.90336,0.8,0.8
4.00198,0.8,0.8
4.10332,0.8,0.8
4.21072,0.8,0.8
4.30086,0.8,0.8
4.39939,0.8,0.8
4.48232,0.8,0.8
4.57926,0.8,0.8
3.1,0.8,0.8
2.89687,0.8,0.8
2.95594,0.8,0.8
3.08457,0.8,0.8
3.15927,0.8,0.8
3.24493,0.8,0.8
3.37717,0.8,0.8
3.46111,0.8,0.8
1.58612,0.8,0
1.65698,0.4,0
1.69572,0.4,0
1.75143,0.4,0.4
1.74943,0.8,0.8
1.75006,0.8,0
1.74705,0.4,0.4
1.73744,0.8,0
1.70846,0.4,0.4
1.73877,0.8,0.8
1.75176,0.8,0
1.7493,0.4,0.4
1.72631,0.8,0
1.695,0.4,0.4
1.59441,0.8,0.8
3.89877,0.8,0.8
3.707,0.8,0.8
4.643,0.8,0.8
4.60722,0.8,0.8
4.61022,0.8,0.8
4.60623,0.8,0.8
4.6342,0.8,0.8
4.6372,0.8,0.8
4.69616,0.8,0.8
4.65519,0.8,0.8
4.6452,0.8,0.8
4.66318,0.8,0.8
5.15517,0.8,0.8
5.10648,0.8,0.8
0.828818,0.8,0
0.773966,0.4,0
0.770839,0.4,0
0.771999,0.4,0
0.766222,0.4,0
0.780848,0.4,0
0.775257,0.4,0
0.770033,0.4,0
0.703632,0.4,0
0.607334,0.4,0
0.476816,0.4,0
0.384869,0.4,0
0.344945,0.4,0
0.353574,0.4,0
0.419968,0.4,0
0.508304,0.4,0
0.620617,0.4,0
0.668467,0.4,0
0.783668,0.4,0
0.935915,0.4,0
0.988998,0.4,0
1.12415,0.4,0
1.22794,0.4,0
1.3122,0.4,0
1.38633,0.4,0
1.5212,0.4,0.4
1.58669,0.8,0.8
1.67991,0.8,0
1.78727,0.4,0.4
6.14975,0.8,0.8
6.29443,0.8,0.8
6.33273,0.8,0.8
6.49093,0.8,0.8
6.53874,0.8,0.8
6.63763,0.8,0.8
6.73473,0.8,0.8
6.81956,0.8,0.8
6.91853,0.8,0.8
7.02472,0.8,0.8
7.10946,0.8,0.8
7.19144,0.8,0.8
7.28341,0.8,0.8
7.39717,0.8,0.8
7.51214,0.8,0.8
7.56513,0.8,0.8
7.64911,0.8,0.8
7.74809,0.8,0.8
7.81507,0.8,0.8
7.90905,0.8,0.8
7.99803,0.8,0.8
8.112,0.8,0.8
8.19098,0.8,0.8
8.29496,0.8,0.8
8.39793,0.8,0.8
8.49991,0.8,0.8
8.57889,0.8,0.8
8.68563,0.8,0.8
8.79362,0.8,0.8
8.88022,0.8,0.8
8.97421,0.8,0.8
9.07357,0.8,0.8
9.16264,0.8,0.8
9.26618,0.8,0.8
9.36791,0.8,0.8
9.45363,0.8,0.8
9.55791,0.8,0.8
9.653,0.8,0.8
9.7469,0.8,0.8
9.8429,0.8,0.8
9.9399,0.8,0.8
10.0404,0.8,0.8
10.1234,0.8,0.8
10.2184,0.8,0.8
10.2884,0.8,0.8
10.3474,0.8,0.8
10.4364,0.8,0.8
10.5064,0.8,0.8
10.5513,0.8,0.8
10.5533,0.8,0.8
10.2984,0.8,0.8
10.1724,0.8,0.8
10.1994,0.8,0.8
10.0864,0.8,0.8
9.91545,0.8,0.8
9.91045,0.8,0.8
9.80646,0.8,0.8
10.0274,0.8,0.8
9.94144,0.8,0.8
9.79147,0.8,0.8
9.69448,0.8,0.8
9.62249,0.8,0.8
9.54316,0.8,0.8
9.40452,0.8,0.8
9.39417,0.8,0.8
9.23264,0.8,0.8
2.18597,0.8,0.8
2.087,0.8,0.8
1.98446,0.8,0
1.87726,0.4,0
1.77574,0.4,0
1.68308,0.4,0.4
1.63752,0.8,0.8
1.63352,0.8,0
1.61919,0.4,0.4
1.64116,0.8,0
1.63678,0.4,0.4
1.6615,0.8,0.8
1.73244,0.8,0
1.80802,0.4,0.4
1.91897,0.8,0
2.03045,0.4,0.4
2.11743,0.8,0.8
2.24262,0.8,0.8
2.32778,0.8,0.8
2.38877,0.8,0.8
2.4539,0.8,0.8
2.53189,0.8,0.8
2.60875,0.8,0.8
2.22025,0.8,0.8
2.15052,0.8,0.8
2.21612,0.8,0.8
2.3617,0.8,0.8
2.25704,0.8,0.8
2.15346,0.8,0.8
2.10453,0.8,0.8
2.18139,0.8,0.8
2.26923,0.8,0.8
2.33211,0.8,0.8
2.4113,0.8,0.8
2.477,0.8,0.8
0.906433,0.8,0
0.916175,0.4,0
0.915859,0.4,0
0.926045,0.4,0
0.934795,0.4,0
0.956524,0.4,0
0.968243,0.4,0
0.986033,0.4,0
0.972327,0.4,0
0.970352,0.4,0
0.973315,0.4,0
0.969364,0.4,0
0.97134,0.4,0
0.959487,0.4,0
0.956524,0.4,0
0.876105,0.4,0
0.789039,0.4,0
0.685769,0.4,0
0.569126,0.4,0
0.490485,0.4,0
0.463982,0.4,0
0.44889,0.4,0
0.449257,0.4,0
0.459914,0.4,0
0.45965,0.4,0
0.455493,0.4,0
0.45448,0.4,0
0.457688,0.4,0
0.456803,0.4,0
0.44341,0.4,0
0.409647,0.4,0
0.540448,0.4,0
0.381981,0.4,0
0.364102,0.4,0
0.338022,0.4,0
0.35196,0.4,0
0.355814,0.4,0
0.347142,0.4,0
0.358307,0.4,0
0.352724,0.4,0
0.364302,0.4,0
0.408761,0.4,0
0.508137,0.4,0
0.590363,0.4,0
0.697621,0.4,0
0.809936,0.4,0
0.901089,0.4,0
1.02076,0.4,0
1.11392,0.4,0
1.22583,0.4,0
1.32975,0.4,0
1.4282,0.4,0
1.50662,0.4,0.4
1.40178,0.8,0
1.44429,0.4,0
1.48463,0.4,0
1.50239,0.4,0.4
1.57684,0.8,0.8
1.57572,0.8,0
1.56356,0.4,0.4
1.53598,0.8,0
1.30881,0.4,0
1.19734,0.4,0
1.10067,0.4,0
0.972196,0.4,0
0.967254,0.4,0
0.968377,0.4,0
0.97134,0.4,0
0.97134,0.4,0
0.968377,0.4,0
0.929857,0.4,0
0.837393,0.4,0
0.736874,0.4,0
0.645765,0.4,0
0.587931,0.4,0
0.57342,0.4,0
0.574394,0.4,0
0.570235,0.4,0
0.580274,0.4,0
0.593783,0.4,0
0.657821,0.4,0
0.744124,0.4,0
0.86205,0.4,0
0.964426,0.4,0
1.20894,0.4,0
1.30394,0.4,0
1.42285,0.4,0
1.54672,0.4,0.4
1.61971,0.8,0.8
1.74552,0.8,0
1.85667,0.4,0.4
1.95547,0.8,0
2.0632,0.4,0.4
2.12543,0.8,0.8
2.14342,0.8,0.8
2.08719,0.8,0.8
2.02692,0.8,0.8
1.92124,0.8,0
1.81028,0.4,0
1.69653,0.4,0
1.64171,0.4,0.4
1.57172,0.8,0.8
1.56956,0.8,0
1.57572,0.4,0.4
1.56456,0.8,0
1.59655,0.4,0.4
1.59336,0.8,0.8
1.57972,0.8,0
1.58955,0.4,0.4
1.58084,0.8,0
1.58555,0.4,0.4
1.58272,0.8,0.8
1.57456,0.8,0
1.57272,0.4,0.4
1.58256,0.8,0
1.59084,0.4,0.4
1.58884,0.8,0.8
1.58555,0.8,0
1.58172,0.4,0.4
1.58836,0.8,0
1.58584,0.4,0.4
1.58784,0.8,0.8
1.57756,0.8,0
1.58184,0.4,0.4
1.57984,0.8,0
1.57372,0.4,0.4
1.58372,0.8,0.8
1.57956,0.8,0
1.59855,0.4,0.4
1.58655,0.8,0
1.58272,0.4,0.4
1.57356,0.8,0.8
1.57856,0.8,0
1.58384,0.4,0.4
1.58784,0.8,0
1.58072,0.4,0.4
1.58372,0.8,0.8
1.58784,0.8,0
1.56856,0.4,0.4
1.58555,0.8,0
1.58356,0.4,0.4
1.58784,0.8,0.8
1.56656,0.8,0
1.56972,0.4,0.4
1.57456,0.8,0
1.57056,0.4,0.4
1.58855,0.8,0.8
1.58855,0.8,0
1.58984,0.4,0.4
1.58356,0.8,0
1.57984,0.4,0.4
1.58755,0.8,0.8
1.56972,0.8,0
1.57956,0.4,0.4
-0.28697,0,0
1.58356,0.4,0.4
1.59184,0.8,0.8
1.59071,0.8,0
1.57356,0.4,0.4
1.57672,0.8,0
1.58184,0.4,0.4
1.57856,0.8,0.8
1.59155,0.8,0
1.54456,0.4,0.4
1.58855,0.8,0
1.58655,0.4,0.4
1.59184,0.8,0.8
1.58072,0.8,0
1.58784,0.4,0.4
1.57356,0.8,0
1.58684,0.4,0.4
1.59184,0.8,0.8
1.58671,0.8,0
1.58472,0.4,0.4
1.58555,0.8,0
1.58655,0.4,0.4
1.58056,0.8,0.8
1.59171,0.8,0
1.58655,0.4,0.4
1.58336,0.8,0
1.57572,0.4,0.4
1.57756,0.8,0.8
1.58056,0.8,0
1.57772,0.4,0.4
1.57356,0.8,0
1.59684,0.4,0.4
1.59071,0.8,0.8
1.58356,0.8,0
1.57772,0.4,0.4
1.57872,0.8,0
1.57256,0.4,0.4
1.58855,0.8,0.8
1.59284,0.8,0
1.58955,0.4,0.4
1.58372,0.8,0
1.17007,0.4,0
1.11326,0.4,0
1.12712,0.4,0
1.1359,0.4,0
1.13702,0.4,0
1.13504,0.4,0
1.13702,0.4,0
1.13405,0.4,0
1.13702,0.4,0
1.13603,0.4,0
1.13108,0.4,0
1.12811,0.4,0
1.13405,0.4,0
1.13306,0.4,0
1.13009,0.4,0
1.13603,0.4,0
1.13504,0.4,0
1.13108,0.4,0
1.13702,0.4,0
1.13306,0.4,0
1.13108,0.4,0
1.14185,0.4,0
1.13405,0.4,0
1.13853,0.4,0
1.13802,0.4,0
1.1468,0.4,0
1.13802,0.4,0
1.14376,0.4,0
1.13207,0.4,0
1.13405,0.4,0
1.13306,0.4,0
1.1291,0.4,0
1.12712,0.4,0
1.13194,0.4,0
1.12996,0.4,0
1.13702,0.4,0
1.13207,0.4,0
1.14526,0.4,0
1.13802,0.4,0
1.14086,0.4,0
1.13802,0.4,0
1.13702,0.4,0
1.13108,0.4,0
1.12897,0.4,0
